Zeitpunkt;Schwebstoff-Konzentration [g/m^3];Prüfstatus;Schwebstoff-Fracht [t];Prüfstatus;Schwebstoff-Abtrag [t/m^2];Prüfstatus;Schwebstoff-Transport [kg/s];Prüfstatus
31.10.65;25;Rohdaten;47,85;Rohdaten;0,02;Rohdaten;0,55;Rohdaten
01.11.65;18,06;Rohdaten;32,47;Rohdaten;0,01;Rohdaten;0,38;Rohdaten
02.11.65;11,57;Rohdaten;20,55;Rohdaten;0,01;Rohdaten;0,24;Rohdaten
03.11.65;11,11;Rohdaten;27,77;Rohdaten;0,01;Rohdaten;0,32;Rohdaten
04.11.65;9,88;Rohdaten;26,54;Rohdaten;0,01;Rohdaten;0,31;Rohdaten
05.11.65;5,87;Rohdaten;16,67;Rohdaten;0,01;Rohdaten;0,19;Rohdaten
06.11.65;5,56;Rohdaten;14,31;Rohdaten;0,01;Rohdaten;0,17;Rohdaten
07.11.65;5,56;Rohdaten;12,34;Rohdaten;0;Rohdaten;0,14;Rohdaten
08.11.65;6,79;Rohdaten;13,54;Rohdaten;0,01;Rohdaten;0,16;Rohdaten
09.11.65;12,04;Rohdaten;27,42;Rohdaten;0,01;Rohdaten;0,32;Rohdaten
10.11.65;13,42;Rohdaten;33;Rohdaten;0,01;Rohdaten;0,38;Rohdaten
11.11.65;10,01;Rohdaten;33,16;Rohdaten;0,01;Rohdaten;0,38;Rohdaten
12.11.65;8,87;Rohdaten;30,66;Rohdaten;0,01;Rohdaten;0,36;Rohdaten
13.11.65;21,78;Rohdaten;66,97;Rohdaten;0,02;Rohdaten;0,78;Rohdaten
14.11.65;25,46;Rohdaten;59,1;Rohdaten;0,02;Rohdaten;0,68;Rohdaten
15.11.65;23,92;Rohdaten;44,37;Rohdaten;0,02;Rohdaten;0,51;Rohdaten
16.11.65;12,04;Rohdaten;25,75;Rohdaten;0,01;Rohdaten;0,3;Rohdaten
17.11.65;11,11;Rohdaten;24,13;Rohdaten;0,01;Rohdaten;0,28;Rohdaten
18.11.65;9,88;Rohdaten;22,47;Rohdaten;0,01;Rohdaten;0,26;Rohdaten
19.11.65;5,87;Rohdaten;15,84;Rohdaten;0,01;Rohdaten;0,18;Rohdaten
20.11.65;5,56;Rohdaten;14,43;Rohdaten;0,01;Rohdaten;0,17;Rohdaten
21.11.65;5,56;Rohdaten;13,16;Rohdaten;0,01;Rohdaten;0,15;Rohdaten
22.11.65;5,56;Rohdaten;12,28;Rohdaten;0;Rohdaten;0,14;Rohdaten
23.11.65;5,56;Rohdaten;14,87;Rohdaten;0,01;Rohdaten;0,17;Rohdaten
24.11.65;8,03;Rohdaten;20,1;Rohdaten;0,01;Rohdaten;0,23;Rohdaten
25.11.65;16,05;Rohdaten;36,37;Rohdaten;0,01;Rohdaten;0,42;Rohdaten
26.11.65;18,15;Rohdaten;43,36;Rohdaten;0,02;Rohdaten;0,5;Rohdaten
27.11.65;24,45;Rohdaten;79,57;Rohdaten;0,03;Rohdaten;0,92;Rohdaten
28.11.65;24,2;Rohdaten;87,86;Rohdaten;0,03;Rohdaten;1,02;Rohdaten
29.11.65;10,62;Rohdaten;30,15;Rohdaten;0,01;Rohdaten;0,35;Rohdaten
30.11.65;17,47;Rohdaten;49,64;Rohdaten;0,02;Rohdaten;0,58;Rohdaten
01.12.65;7,32;Rohdaten;25,87;Rohdaten;0,01;Rohdaten;0,3;Rohdaten
02.12.65;8,26;Rohdaten;32,39;Rohdaten;0,01;Rohdaten;0,38;Rohdaten
03.12.65;8,69;Rohdaten;38,67;Rohdaten;0,01;Rohdaten;0,45;Rohdaten
04.12.65;17,07;Rohdaten;87,3;Rohdaten;0,03;Rohdaten;1,01;Rohdaten
05.12.65;11,7;Rohdaten;51,95;Rohdaten;0,02;Rohdaten;0,6;Rohdaten
06.12.65;9,67;Rohdaten;31,47;Rohdaten;0,01;Rohdaten;0,36;Rohdaten
07.12.65;20,11;Rohdaten;77,2;Rohdaten;0,03;Rohdaten;0,89;Rohdaten
08.12.65;15,91;Rohdaten;64,24;Rohdaten;0,02;Rohdaten;0,74;Rohdaten
09.12.65;12,67;Rohdaten;51,44;Rohdaten;0,02;Rohdaten;0,6;Rohdaten
10.12.65;15,54;Rohdaten;62,57;Rohdaten;0,02;Rohdaten;0,72;Rohdaten
11.12.65;12,35;Rohdaten;47,41;Rohdaten;0,02;Rohdaten;0,55;Rohdaten
12.12.65;8,64;Rohdaten;30,03;Rohdaten;0,01;Rohdaten;0,35;Rohdaten
13.12.65;7,73;Rohdaten;33,81;Rohdaten;0,01;Rohdaten;0,39;Rohdaten
14.12.65;19,78;Rohdaten;134,71;Rohdaten;0,05;Rohdaten;1,56;Rohdaten
15.12.65;18,07;Rohdaten;130,08;Rohdaten;0,05;Rohdaten;1,51;Rohdaten
16.12.65;69,15;Rohdaten;432,89;Rohdaten;0,15;Rohdaten;5,01;Rohdaten
17.12.65;17,19;Rohdaten;107,9;Rohdaten;0,04;Rohdaten;1,25;Rohdaten
18.12.65;33,74;Rohdaten;308,44;Rohdaten;0,11;Rohdaten;3,57;Rohdaten
19.12.65;44,29;Rohdaten;346,96;Rohdaten;0,12;Rohdaten;4,02;Rohdaten
20.12.65;22,16;Rohdaten;136,51;Rohdaten;0,05;Rohdaten;1,58;Rohdaten
21.12.65;18,4;Rohdaten;94,15;Rohdaten;0,03;Rohdaten;1,09;Rohdaten
22.12.65;7,72;Rohdaten;38,94;Rohdaten;0,01;Rohdaten;0,45;Rohdaten
23.12.65;10,56;Rohdaten;51,61;Rohdaten;0,02;Rohdaten;0,6;Rohdaten
24.12.65;10,3;Rohdaten;41,04;Rohdaten;0,01;Rohdaten;0,48;Rohdaten
25.12.65;11,04;Rohdaten;29,61;Rohdaten;0,01;Rohdaten;0,34;Rohdaten
26.12.65;12,81;Rohdaten;27,93;Rohdaten;0,01;Rohdaten;0,32;Rohdaten
27.12.65;19,63;Rohdaten;54,53;Rohdaten;0,02;Rohdaten;0,63;Rohdaten
28.12.65;25,6;Rohdaten;102,69;Rohdaten;0,04;Rohdaten;1,19;Rohdaten
29.12.65;13,74;Rohdaten;61,31;Rohdaten;0,02;Rohdaten;0,71;Rohdaten
30.12.65;12,04;Rohdaten;45,24;Rohdaten;0,02;Rohdaten;0,52;Rohdaten
31.12.65;15,82;Rohdaten;55,86;Rohdaten;0,02;Rohdaten;0,65;Rohdaten
01.01.66;13,84;Rohdaten;47,19;Rohdaten;0,02;Rohdaten;0,55;Rohdaten
02.01.66;11,41;Rohdaten;37,03;Rohdaten;0,01;Rohdaten;0,43;Rohdaten
03.01.66;10,89;Rohdaten;36,88;Rohdaten;0,01;Rohdaten;0,43;Rohdaten
04.01.66;11,87;Rohdaten;50,99;Rohdaten;0,02;Rohdaten;0,59;Rohdaten
05.01.66;8,6;Rohdaten;32,38;Rohdaten;0,01;Rohdaten;0,38;Rohdaten
06.01.66;18,52;Rohdaten;55,32;Rohdaten;0,02;Rohdaten;0,64;Rohdaten
07.01.66;13,62;Rohdaten;39,19;Rohdaten;0,01;Rohdaten;0,45;Rohdaten
08.01.66;24,98;Rohdaten;83,39;Rohdaten;0,03;Rohdaten;0,97;Rohdaten
09.01.66;18,64;Rohdaten;58,02;Rohdaten;0,02;Rohdaten;0,67;Rohdaten
10.01.66;7,66;Rohdaten;18,93;Rohdaten;0,01;Rohdaten;0,22;Rohdaten
11.01.66;11,42;Rohdaten;37,82;Rohdaten;0,01;Rohdaten;0,44;Rohdaten
12.01.66;14,35;Rohdaten;55,04;Rohdaten;0,02;Rohdaten;0,64;Rohdaten
13.01.66;17,75;Rohdaten;68,51;Rohdaten;0,02;Rohdaten;0,79;Rohdaten
14.01.66;21,91;Rohdaten;70,14;Rohdaten;0,03;Rohdaten;0,81;Rohdaten
15.01.66;21,24;Rohdaten;63,42;Rohdaten;0,02;Rohdaten;0,73;Rohdaten
16.01.66;15,94;Rohdaten;41,15;Rohdaten;0,01;Rohdaten;0,48;Rohdaten
17.01.66;11,43;Rohdaten;22,11;Rohdaten;0,01;Rohdaten;0,26;Rohdaten
18.01.66;11,11;Rohdaten;19,33;Rohdaten;0,01;Rohdaten;0,22;Rohdaten
19.01.66;12,35;Rohdaten;19,98;Rohdaten;0,01;Rohdaten;0,23;Rohdaten
20.01.66;16,36;Rohdaten;25,19;Rohdaten;0,01;Rohdaten;0,29;Rohdaten
21.01.66;16,17;Rohdaten;22,78;Rohdaten;0,01;Rohdaten;0,26;Rohdaten
22.01.66;14,07;Rohdaten;20,15;Rohdaten;0,01;Rohdaten;0,23;Rohdaten
23.01.66;11,85;Rohdaten;17,55;Rohdaten;0,01;Rohdaten;0,2;Rohdaten
24.01.66;11,61;Rohdaten;18,35;Rohdaten;0,01;Rohdaten;0,21;Rohdaten
25.01.66;18,15;Rohdaten;30,74;Rohdaten;0,01;Rohdaten;0,36;Rohdaten
26.01.66;23,61;Rohdaten;43,16;Rohdaten;0,02;Rohdaten;0,5;Rohdaten
27.01.66;20,14;Rohdaten;47,4;Rohdaten;0,02;Rohdaten;0,55;Rohdaten
28.01.66;14,43;Rohdaten;42,46;Rohdaten;0,02;Rohdaten;0,49;Rohdaten
29.01.66;6,79;Rohdaten;18,88;Rohdaten;0,01;Rohdaten;0,22;Rohdaten
30.01.66;8,8;Rohdaten;22,83;Rohdaten;0,01;Rohdaten;0,26;Rohdaten
31.01.66;11,82;Rohdaten;32,69;Rohdaten;0,01;Rohdaten;0,38;Rohdaten
01.02.66;14,97;Rohdaten;50,41;Rohdaten;0,02;Rohdaten;0,58;Rohdaten
02.02.66;15,97;Rohdaten;56,43;Rohdaten;0,02;Rohdaten;0,65;Rohdaten
03.02.66;17,86;Rohdaten;76,14;Rohdaten;0,03;Rohdaten;0,88;Rohdaten
04.02.66;34,89;Rohdaten;203,03;Rohdaten;0,07;Rohdaten;2,35;Rohdaten
05.02.66;28,69;Rohdaten;158,76;Rohdaten;0,06;Rohdaten;1,84;Rohdaten
06.02.66;15,74;Rohdaten;81,39;Rohdaten;0,03;Rohdaten;0,94;Rohdaten
07.02.66;8,7;Rohdaten;37,47;Rohdaten;0,01;Rohdaten;0,43;Rohdaten
08.02.66;16,62;Rohdaten;84,15;Rohdaten;0,03;Rohdaten;0,97;Rohdaten
09.02.66;77,39;Rohdaten;534,81;Rohdaten;0,19;Rohdaten;6,19;Rohdaten
10.02.66;101,4;Rohdaten;832,05;Rohdaten;0,29;Rohdaten;9,63;Rohdaten
11.02.66;25,99;Rohdaten;204,14;Rohdaten;0,07;Rohdaten;2,36;Rohdaten
12.02.66;20,67;Rohdaten;142,11;Rohdaten;0,05;Rohdaten;1,65;Rohdaten
13.02.66;11,27;Rohdaten;61,08;Rohdaten;0,02;Rohdaten;0,71;Rohdaten
14.02.66;11,67;Rohdaten;58,62;Rohdaten;0,02;Rohdaten;0,68;Rohdaten
15.02.66;14,35;Rohdaten;74,75;Rohdaten;0,03;Rohdaten;0,87;Rohdaten
16.02.66;15,28;Rohdaten;80,86;Rohdaten;0,03;Rohdaten;0,94;Rohdaten
17.02.66;10,19;Rohdaten;52,54;Rohdaten;0,02;Rohdaten;0,61;Rohdaten
18.02.66;5,87;Rohdaten;30,03;Rohdaten;0,01;Rohdaten;0,35;Rohdaten
19.02.66;6,17;Rohdaten;30,06;Rohdaten;0,01;Rohdaten;0,35;Rohdaten
20.02.66;8,8;Rohdaten;38,51;Rohdaten;0,01;Rohdaten;0,45;Rohdaten
21.02.66;11,56;Rohdaten;50,96;Rohdaten;0,02;Rohdaten;0,59;Rohdaten
22.02.66;34,63;Rohdaten;175,46;Rohdaten;0,06;Rohdaten;2,03;Rohdaten
23.02.66;25;Rohdaten;146,81;Rohdaten;0,05;Rohdaten;1,7;Rohdaten
24.02.66;36,73;Rohdaten;245,64;Rohdaten;0,09;Rohdaten;2,84;Rohdaten
25.02.66;18,21;Rohdaten;111,52;Rohdaten;0,04;Rohdaten;1,29;Rohdaten
26.02.66;16,67;Rohdaten;92,72;Rohdaten;0,03;Rohdaten;1,07;Rohdaten
27.02.66;16,67;Rohdaten;84,56;Rohdaten;0,03;Rohdaten;0,98;Rohdaten
28.02.66;15,43;Rohdaten;79,15;Rohdaten;0,03;Rohdaten;0,92;Rohdaten
01.03.66;19,07;Rohdaten;138,61;Rohdaten;0,05;Rohdaten;1,6;Rohdaten
02.03.66;12,91;Rohdaten;101,28;Rohdaten;0,04;Rohdaten;1,17;Rohdaten
03.03.66;12,35;Rohdaten;91,63;Rohdaten;0,03;Rohdaten;1,06;Rohdaten
04.03.66;16,36;Rohdaten;114,88;Rohdaten;0,04;Rohdaten;1,33;Rohdaten
05.03.66;16,67;Rohdaten;105,75;Rohdaten;0,04;Rohdaten;1,22;Rohdaten
06.03.66;16,67;Rohdaten;93,94;Rohdaten;0,03;Rohdaten;1,09;Rohdaten
07.03.66;16,67;Rohdaten;86,39;Rohdaten;0,03;Rohdaten;1;Rohdaten
08.03.66;16,67;Rohdaten;92,67;Rohdaten;0,03;Rohdaten;1,07;Rohdaten
09.03.66;21,61;Rohdaten;132,35;Rohdaten;0,05;Rohdaten;1,53;Rohdaten
10.03.66;32,72;Rohdaten;213,1;Rohdaten;0,08;Rohdaten;2,47;Rohdaten
11.03.66;20,86;Rohdaten;154,52;Rohdaten;0,05;Rohdaten;1,79;Rohdaten
12.03.66;20,92;Rohdaten;173,23;Rohdaten;0,06;Rohdaten;2,01;Rohdaten
13.03.66;15,89;Rohdaten;110,12;Rohdaten;0,04;Rohdaten;1,28;Rohdaten
14.03.66;16,62;Rohdaten;96,7;Rohdaten;0,03;Rohdaten;1,12;Rohdaten
15.03.66;16,67;Rohdaten;97,73;Rohdaten;0,03;Rohdaten;1,13;Rohdaten
16.03.66;16,67;Rohdaten;99,55;Rohdaten;0,04;Rohdaten;1,15;Rohdaten
17.03.66;14,2;Rohdaten;82,03;Rohdaten;0,03;Rohdaten;0,95;Rohdaten
18.03.66;6,17;Rohdaten;31,96;Rohdaten;0,01;Rohdaten;0,37;Rohdaten
19.03.66;5,56;Rohdaten;26,4;Rohdaten;0,01;Rohdaten;0,31;Rohdaten
20.03.66;5,56;Rohdaten;24,54;Rohdaten;0,01;Rohdaten;0,28;Rohdaten
21.03.66;6,79;Rohdaten;29,98;Rohdaten;0,01;Rohdaten;0,35;Rohdaten
22.03.66;10,8;Rohdaten;53,64;Rohdaten;0,02;Rohdaten;0,62;Rohdaten
23.03.66;12,35;Rohdaten;68,49;Rohdaten;0,02;Rohdaten;0,79;Rohdaten
24.03.66;13,89;Rohdaten;81,63;Rohdaten;0,03;Rohdaten;0,95;Rohdaten
25.03.66;7,27;Rohdaten;43,24;Rohdaten;0,02;Rohdaten;0,5;Rohdaten
26.03.66;18,47;Rohdaten;120,81;Rohdaten;0,04;Rohdaten;1,4;Rohdaten
27.03.66;20,33;Rohdaten;130,08;Rohdaten;0,05;Rohdaten;1,51;Rohdaten
28.03.66;12,96;Rohdaten;79,06;Rohdaten;0,03;Rohdaten;0,92;Rohdaten
29.03.66;16,36;Rohdaten;99,95;Rohdaten;0,04;Rohdaten;1,16;Rohdaten
30.03.66;15,43;Rohdaten;82,28;Rohdaten;0,03;Rohdaten;0,95;Rohdaten
31.03.66;11,22;Rohdaten;55,02;Rohdaten;0,02;Rohdaten;0,64;Rohdaten
01.04.66;10,14;Rohdaten;46,21;Rohdaten;0,02;Rohdaten;0,54;Rohdaten
02.04.66;10;Rohdaten;46,06;Rohdaten;0,02;Rohdaten;0,53;Rohdaten
03.04.66;10,08;Rohdaten;47,65;Rohdaten;0,02;Rohdaten;0,55;Rohdaten
04.04.66;11,01;Rohdaten;54,07;Rohdaten;0,02;Rohdaten;0,63;Rohdaten
05.04.66;11,11;Rohdaten;59,88;Rohdaten;0,02;Rohdaten;0,69;Rohdaten
06.04.66;13,58;Rohdaten;74,15;Rohdaten;0,03;Rohdaten;0,86;Rohdaten
07.04.66;27,75;Rohdaten;153,63;Rohdaten;0,05;Rohdaten;1,78;Rohdaten
08.04.66;32,35;Rohdaten;183,11;Rohdaten;0,07;Rohdaten;2,12;Rohdaten
09.04.66;31,33;Rohdaten;182,16;Rohdaten;0,06;Rohdaten;2,11;Rohdaten
10.04.66;31,21;Rohdaten;189,17;Rohdaten;0,07;Rohdaten;2,19;Rohdaten
11.04.66;54,9;Rohdaten;399,03;Rohdaten;0,14;Rohdaten;4,62;Rohdaten
12.04.66;24,56;Rohdaten;162,38;Rohdaten;0,06;Rohdaten;1,88;Rohdaten
13.04.66;48,77;Rohdaten;311,9;Rohdaten;0,11;Rohdaten;3,61;Rohdaten
14.04.66;60,8;Rohdaten;407,78;Rohdaten;0,14;Rohdaten;4,72;Rohdaten
15.04.66;30,25;Rohdaten;211,19;Rohdaten;0,07;Rohdaten;2,44;Rohdaten
16.04.66;27,78;Rohdaten;204,88;Rohdaten;0,07;Rohdaten;2,37;Rohdaten
17.04.66;27,87;Rohdaten;221,77;Rohdaten;0,08;Rohdaten;2,57;Rohdaten
18.04.66;26,56;Rohdaten;191,96;Rohdaten;0,07;Rohdaten;2,22;Rohdaten
19.04.66;25;Rohdaten;169,7;Rohdaten;0,06;Rohdaten;1,96;Rohdaten
20.04.66;32,72;Rohdaten;234,33;Rohdaten;0,08;Rohdaten;2,71;Rohdaten
21.04.66;39,62;Rohdaten;342,6;Rohdaten;0,12;Rohdaten;3,97;Rohdaten
22.04.66;60,31;Rohdaten;615,56;Rohdaten;0,22;Rohdaten;7,13;Rohdaten
23.04.66;33,03;Rohdaten;266,95;Rohdaten;0,09;Rohdaten;3,09;Rohdaten
24.04.66;43,98;Rohdaten;290,94;Rohdaten;0,1;Rohdaten;3,37;Rohdaten
25.04.66;43,67;Rohdaten;266,15;Rohdaten;0,09;Rohdaten;3,08;Rohdaten
26.04.66;9,57;Rohdaten;64,98;Rohdaten;0,02;Rohdaten;0,75;Rohdaten
27.04.66;9,57;Rohdaten;73,33;Rohdaten;0,03;Rohdaten;0,85;Rohdaten
28.04.66;12,04;Rohdaten;157,55;Rohdaten;0,06;Rohdaten;1,82;Rohdaten
29.04.66;564,26;Rohdaten;9736,36;Rohdaten;3,43;Rohdaten;112,69;Rohdaten
30.04.66;105,25;Rohdaten;1593,15;Rohdaten;0,56;Rohdaten;18,44;Rohdaten
01.05.66;28,22;Rohdaten;375,22;Rohdaten;0,13;Rohdaten;4,34;Rohdaten
02.05.66;38,89;Rohdaten;314,19;Rohdaten;0,11;Rohdaten;3,64;Rohdaten
03.05.66;10,8;Rohdaten;91,79;Rohdaten;0,03;Rohdaten;1,06;Rohdaten
04.05.66;18,52;Rohdaten;156,12;Rohdaten;0,06;Rohdaten;1,81;Rohdaten
05.05.66;25,93;Rohdaten;214,7;Rohdaten;0,08;Rohdaten;2,49;Rohdaten
06.05.66;24,26;Rohdaten;210,2;Rohdaten;0,07;Rohdaten;2,43;Rohdaten
07.05.66;40,62;Rohdaten;427,49;Rohdaten;0,15;Rohdaten;4,95;Rohdaten
08.05.66;34,47;Rohdaten;463,84;Rohdaten;0,16;Rohdaten;5,37;Rohdaten
09.05.66;15,31;Rohdaten;206,38;Rohdaten;0,07;Rohdaten;2,39;Rohdaten
10.05.66;5,87;Rohdaten;65,71;Rohdaten;0,02;Rohdaten;0,76;Rohdaten
11.05.66;5,56;Rohdaten;55,26;Rohdaten;0,02;Rohdaten;0,64;Rohdaten
12.05.66;5,56;Rohdaten;51,48;Rohdaten;0,02;Rohdaten;0,6;Rohdaten
13.05.66;5,56;Rohdaten;48,85;Rohdaten;0,02;Rohdaten;0,57;Rohdaten
14.05.66;5,56;Rohdaten;48,72;Rohdaten;0,02;Rohdaten;0,56;Rohdaten
15.05.66;5,56;Rohdaten;42,22;Rohdaten;0,02;Rohdaten;0,49;Rohdaten
16.05.66;5,56;Rohdaten;37,31;Rohdaten;0,01;Rohdaten;0,43;Rohdaten
17.05.66;5,56;Rohdaten;41,9;Rohdaten;0,02;Rohdaten;0,49;Rohdaten
18.05.66;6,79;Rohdaten;60,08;Rohdaten;0,02;Rohdaten;0,7;Rohdaten
19.05.66;104,49;Rohdaten;1192,7;Rohdaten;0,42;Rohdaten;13,8;Rohdaten
20.05.66;106,87;Rohdaten;1826,57;Rohdaten;0,64;Rohdaten;21,14;Rohdaten
21.05.66;11,9;Rohdaten;169,02;Rohdaten;0,06;Rohdaten;1,96;Rohdaten
22.05.66;14,66;Rohdaten;196,95;Rohdaten;0,07;Rohdaten;2,28;Rohdaten
23.05.66;5,56;Rohdaten;64,49;Rohdaten;0,02;Rohdaten;0,75;Rohdaten
24.05.66;5,56;Rohdaten;66,61;Rohdaten;0,02;Rohdaten;0,77;Rohdaten
25.05.66;6,79;Rohdaten;84,23;Rohdaten;0,03;Rohdaten;0,98;Rohdaten
26.05.66;9,57;Rohdaten;122,05;Rohdaten;0,04;Rohdaten;1,41;Rohdaten
27.05.66;116,45;Rohdaten;1859,04;Rohdaten;0,66;Rohdaten;21,52;Rohdaten
28.05.66;403,73;Rohdaten;10260,01;Rohdaten;3,62;Rohdaten;118,75;Rohdaten
29.05.66;378,02;Rohdaten;10278,84;Rohdaten;3,62;Rohdaten;118,97;Rohdaten
30.05.66;144,1;Rohdaten;2914,57;Rohdaten;1,03;Rohdaten;33,73;Rohdaten
31.05.66;132,92;Rohdaten;2064,31;Rohdaten;0,73;Rohdaten;23,89;Rohdaten
01.06.66;57,83;Rohdaten;746,49;Rohdaten;0,26;Rohdaten;8,64;Rohdaten
02.06.66;8,95;Rohdaten;109,61;Rohdaten;0,04;Rohdaten;1,27;Rohdaten
03.06.66;6,06;Rohdaten;68,01;Rohdaten;0,02;Rohdaten;0,79;Rohdaten
04.06.66;8,19;Rohdaten;82,55;Rohdaten;0,03;Rohdaten;0,96;Rohdaten
05.06.66;10,18;Rohdaten;95,75;Rohdaten;0,03;Rohdaten;1,11;Rohdaten
06.06.66;7,36;Rohdaten;67,51;Rohdaten;0,02;Rohdaten;0,78;Rohdaten
07.06.66;9,57;Rohdaten;88,05;Rohdaten;0,03;Rohdaten;1,02;Rohdaten
08.06.66;10,14;Rohdaten;96,71;Rohdaten;0,03;Rohdaten;1,12;Rohdaten
09.06.66;15,08;Rohdaten;141,69;Rohdaten;0,05;Rohdaten;1,64;Rohdaten
10.06.66;6,81;Rohdaten;57,54;Rohdaten;0,02;Rohdaten;0,67;Rohdaten
11.06.66;15,85;Rohdaten;144,47;Rohdaten;0,05;Rohdaten;1,67;Rohdaten
12.06.66;15,92;Rohdaten;134,61;Rohdaten;0,05;Rohdaten;1,56;Rohdaten
13.06.66;10,2;Rohdaten;73,73;Rohdaten;0,03;Rohdaten;0,85;Rohdaten
14.06.66;5,87;Rohdaten;52,84;Rohdaten;0,02;Rohdaten;0,61;Rohdaten
15.06.66;5,56;Rohdaten;55,63;Rohdaten;0,02;Rohdaten;0,64;Rohdaten
16.06.66;5,56;Rohdaten;52,44;Rohdaten;0,02;Rohdaten;0,61;Rohdaten
17.06.66;5,56;Rohdaten;45,98;Rohdaten;0,02;Rohdaten;0,53;Rohdaten
18.06.66;5,56;Rohdaten;42,06;Rohdaten;0,02;Rohdaten;0,49;Rohdaten
19.06.66;5,56;Rohdaten;47,08;Rohdaten;0,02;Rohdaten;0,55;Rohdaten
20.06.66;5,56;Rohdaten;52,91;Rohdaten;0,02;Rohdaten;0,61;Rohdaten
21.06.66;5,56;Rohdaten;58,06;Rohdaten;0,02;Rohdaten;0,67;Rohdaten
22.06.66;6,79;Rohdaten;70,11;Rohdaten;0,03;Rohdaten;0,81;Rohdaten
23.06.66;10,45;Rohdaten;113,41;Rohdaten;0,04;Rohdaten;1,31;Rohdaten
24.06.66;140,85;Rohdaten;2067,92;Rohdaten;0,73;Rohdaten;23,93;Rohdaten
25.06.66;195,3;Rohdaten;3559,09;Rohdaten;1,25;Rohdaten;41,19;Rohdaten
26.06.66;19,36;Rohdaten;328,6;Rohdaten;0,12;Rohdaten;3,8;Rohdaten
27.06.66;103,79;Rohdaten;2396,53;Rohdaten;0,84;Rohdaten;27,74;Rohdaten
28.06.66;266,78;Rohdaten;6893,56;Rohdaten;2,43;Rohdaten;79,79;Rohdaten
29.06.66;266,35;Rohdaten;5924,79;Rohdaten;2,09;Rohdaten;68,57;Rohdaten
30.06.66;470,49;Rohdaten;9941,76;Rohdaten;3,5;Rohdaten;115,07;Rohdaten
01.07.66;69,56;Rohdaten;1246,66;Rohdaten;0,44;Rohdaten;14,43;Rohdaten
02.07.66;37,58;Rohdaten;518,28;Rohdaten;0,18;Rohdaten;6;Rohdaten
03.07.66;24,24;Rohdaten;267,35;Rohdaten;0,09;Rohdaten;3,09;Rohdaten
04.07.66;10,77;Rohdaten;100,02;Rohdaten;0,04;Rohdaten;1,16;Rohdaten
05.07.66;5,87;Rohdaten;58,38;Rohdaten;0,02;Rohdaten;0,68;Rohdaten
06.07.66;42,98;Rohdaten;545,62;Rohdaten;0,19;Rohdaten;6,32;Rohdaten
07.07.66;94,9;Rohdaten;1698,44;Rohdaten;0,6;Rohdaten;19,66;Rohdaten
08.07.66;104,96;Rohdaten;2124,24;Rohdaten;0,75;Rohdaten;24,59;Rohdaten
09.07.66;74,46;Rohdaten;1567,49;Rohdaten;0,55;Rohdaten;18,14;Rohdaten
10.07.66;21,87;Rohdaten;366,25;Rohdaten;0,13;Rohdaten;4,24;Rohdaten
11.07.66;5,56;Rohdaten;80,03;Rohdaten;0,03;Rohdaten;0,93;Rohdaten
12.07.66;8,64;Rohdaten;111,5;Rohdaten;0,04;Rohdaten;1,29;Rohdaten
13.07.66;21,76;Rohdaten;245,08;Rohdaten;0,09;Rohdaten;2,84;Rohdaten
14.07.66;28,86;Rohdaten;312,15;Rohdaten;0,11;Rohdaten;3,61;Rohdaten
15.07.66;18,1;Rohdaten;187,85;Rohdaten;0,07;Rohdaten;2,17;Rohdaten
16.07.66;19,3;Rohdaten;207,74;Rohdaten;0,07;Rohdaten;2,4;Rohdaten
17.07.66;22,18;Rohdaten;251,25;Rohdaten;0,09;Rohdaten;2,91;Rohdaten
18.07.66;34,71;Rohdaten;468,87;Rohdaten;0,17;Rohdaten;5,43;Rohdaten
19.07.66;23,12;Rohdaten;291,99;Rohdaten;0,1;Rohdaten;3,38;Rohdaten
20.07.66;59,43;Rohdaten;915,95;Rohdaten;0,32;Rohdaten;10,6;Rohdaten
21.07.66;23,26;Rohdaten;356,79;Rohdaten;0,13;Rohdaten;4,13;Rohdaten
22.07.66;12,82;Rohdaten;227,92;Rohdaten;0,08;Rohdaten;2,64;Rohdaten
23.07.66;1059,96;Rohdaten;41584,86;Rohdaten;14,65;Rohdaten;481,31;Rohdaten
24.07.66;705,05;Rohdaten;32234,39;Rohdaten;11,36;Rohdaten;373,08;Rohdaten
25.07.66;3345,43;Rohdaten;108539,52;Rohdaten;38,24;Rohdaten;1256,24;Rohdaten
26.07.66;379,35;Rohdaten;11865,22;Rohdaten;4,18;Rohdaten;137,33;Rohdaten
27.07.66;109,35;Rohdaten;2594,85;Rohdaten;0,91;Rohdaten;30,03;Rohdaten
28.07.66;116,49;Rohdaten;2971,07;Rohdaten;1,05;Rohdaten;34,39;Rohdaten
29.07.66;143,03;Rohdaten;3860,69;Rohdaten;1,36;Rohdaten;44,68;Rohdaten
30.07.66;65,42;Rohdaten;1425,37;Rohdaten;0,5;Rohdaten;16,5;Rohdaten
31.07.66;44,99;Rohdaten;821,79;Rohdaten;0,29;Rohdaten;9,51;Rohdaten
01.08.66;49,12;Rohdaten;785,75;Rohdaten;0,28;Rohdaten;9,09;Rohdaten
02.08.66;19,14;Rohdaten;272,99;Rohdaten;0,1;Rohdaten;3,16;Rohdaten
03.08.66;15,43;Rohdaten;208,46;Rohdaten;0,07;Rohdaten;2,41;Rohdaten
