Zeitpunkt;Schwebstoff-Konzentration [g/m^3];Prüfstatus;Schwebstoff-Fracht [t];Prüfstatus;Schwebstoff-Abtrag [t/m^2];Prüfstatus;Schwebstoff-Transport [kg/s];Prüfstatus
11.07.20;10,65;Rohdaten;80,57;Rohdaten;0,03;Rohdaten;0,93;Rohdaten
12.07.20;13,49;Rohdaten;110,13;Rohdaten;0,04;Rohdaten;1,28;Rohdaten
13.07.20;6,37;Rohdaten;39,17;Rohdaten;0,01;Rohdaten;0,45;Rohdaten
14.07.20;3,25;Rohdaten;16,18;Rohdaten;0,01;Rohdaten;0,19;Rohdaten
15.07.20;4,01;Rohdaten;20,58;Rohdaten;0,01;Rohdaten;0,24;Rohdaten
16.07.20;8,86;Rohdaten;57,52;Rohdaten;0,02;Rohdaten;0,67;Rohdaten
17.07.20;36,58;Rohdaten;536,51;Rohdaten;0,19;Rohdaten;6,21;Rohdaten
18.07.20;35,99;Rohdaten;478,54;Rohdaten;0,17;Rohdaten;5,54;Rohdaten
19.07.20;23,75;Rohdaten;240,19;Rohdaten;0,09;Rohdaten;2,78;Rohdaten
20.07.20;17,42;Rohdaten;146,22;Rohdaten;0,05;Rohdaten;1,69;Rohdaten
21.07.20;8,65;Rohdaten;57,5;Rohdaten;0,02;Rohdaten;0,67;Rohdaten
22.07.20;4,04;Rohdaten;22,64;Rohdaten;0,01;Rohdaten;0,26;Rohdaten
23.07.20;5,52;Rohdaten;32,29;Rohdaten;0,01;Rohdaten;0,37;Rohdaten
24.07.20;8,09;Rohdaten;51,95;Rohdaten;0,02;Rohdaten;0,6;Rohdaten
25.07.20;5,72;Rohdaten;31,36;Rohdaten;0,01;Rohdaten;0,36;Rohdaten
26.07.20;4,67;Rohdaten;22,9;Rohdaten;0,01;Rohdaten;0,27;Rohdaten
27.07.20;3,48;Rohdaten;14,78;Rohdaten;0,01;Rohdaten;0,17;Rohdaten
28.07.20;4,06;Rohdaten;17,16;Rohdaten;0,01;Rohdaten;0,2;Rohdaten
29.07.20;4,88;Rohdaten;20,88;Rohdaten;0,01;Rohdaten;0,24;Rohdaten
30.07.20;4,48;Rohdaten;17,57;Rohdaten;0,01;Rohdaten;0,2;Rohdaten
31.07.20;3,52;Rohdaten;11,86;Rohdaten;0;Rohdaten;0,14;Rohdaten
01.08.20;3,27;Rohdaten;9,94;Rohdaten;0;Rohdaten;0,12;Rohdaten
02.08.20;2,99;Rohdaten;8,63;Rohdaten;0;Rohdaten;0,1;Rohdaten
03.08.20;19,04;Rohdaten;256,82;Rohdaten;0,09;Rohdaten;2,97;Rohdaten
04.08.20;166,97;Rohdaten;6872,52;Rohdaten;2,42;Rohdaten;79,54;Rohdaten
05.08.20;199,71;Rohdaten;8170,54;Rohdaten;2,88;Rohdaten;94,57;Rohdaten
06.08.20;142,9;Rohdaten;4518,57;Rohdaten;1,59;Rohdaten;52,3;Rohdaten
07.08.20;91,23;Rohdaten;2173,03;Rohdaten;0,77;Rohdaten;25,15;Rohdaten
08.08.20;38,24;Rohdaten;490,72;Rohdaten;0,17;Rohdaten;5,68;Rohdaten
09.08.20;26,2;Rohdaten;276,92;Rohdaten;0,1;Rohdaten;3,21;Rohdaten
10.08.20;19,81;Rohdaten;190,12;Rohdaten;0,07;Rohdaten;2,2;Rohdaten
11.08.20;11,76;Rohdaten;95,38;Rohdaten;0,03;Rohdaten;1,1;Rohdaten
12.08.20;9,2;Rohdaten;66,68;Rohdaten;0,02;Rohdaten;0,77;Rohdaten
13.08.20;6,22;Rohdaten;35,11;Rohdaten;0,01;Rohdaten;0,41;Rohdaten
14.08.20;5,19;Rohdaten;25,4;Rohdaten;0,01;Rohdaten;0,29;Rohdaten
15.08.20;5,79;Rohdaten;29,58;Rohdaten;0,01;Rohdaten;0,34;Rohdaten
16.08.20;5,68;Rohdaten;27,71;Rohdaten;0,01;Rohdaten;0,32;Rohdaten
17.08.20;5,76;Rohdaten;26,01;Rohdaten;0,01;Rohdaten;0,3;Rohdaten
18.08.20;5,55;Rohdaten;23,67;Rohdaten;0,01;Rohdaten;0,27;Rohdaten
19.08.20;5,68;Rohdaten;23,67;Rohdaten;0,01;Rohdaten;0,27;Rohdaten
20.08.20;5,62;Rohdaten;22,47;Rohdaten;0,01;Rohdaten;0,26;Rohdaten
21.08.20;5,85;Rohdaten;23,01;Rohdaten;0,01;Rohdaten;0,27;Rohdaten
22.08.20;5,53;Rohdaten;20,29;Rohdaten;0,01;Rohdaten;0,24;Rohdaten
23.08.20;5,7;Rohdaten;20,76;Rohdaten;0,01;Rohdaten;0,24;Rohdaten
24.08.20;3,43;Rohdaten;10,05;Rohdaten;0;Rohdaten;0,12;Rohdaten
25.08.20;4,2;Rohdaten;12,83;Rohdaten;0,01;Rohdaten;0,15;Rohdaten
26.08.20;4,19;Rohdaten;12,47;Rohdaten;0;Rohdaten;0,14;Rohdaten
27.08.20;3,86;Rohdaten;11,03;Rohdaten;0;Rohdaten;0,13;Rohdaten
28.08.20;3,97;Rohdaten;11,44;Rohdaten;0;Rohdaten;0,13;Rohdaten
29.08.20;6,04;Rohdaten;22,37;Rohdaten;0,01;Rohdaten;0,26;Rohdaten
30.08.20;12,01;Rohdaten;71,27;Rohdaten;0,03;Rohdaten;0,83;Rohdaten
31.08.20;9,19;Rohdaten;53,88;Rohdaten;0,02;Rohdaten;0,62;Rohdaten
01.09.20;13,34;Rohdaten;142,58;Rohdaten;0,05;Rohdaten;1,65;Rohdaten
02.09.20;20,69;Rohdaten;203,51;Rohdaten;0,07;Rohdaten;2,36;Rohdaten
03.09.20;11,63;Rohdaten;75,98;Rohdaten;0,03;Rohdaten;0,88;Rohdaten
04.09.20;9,75;Rohdaten;55,07;Rohdaten;0,02;Rohdaten;0,64;Rohdaten
05.09.20;9,93;Rohdaten;53,49;Rohdaten;0,02;Rohdaten;0,62;Rohdaten
06.09.20;9,93;Rohdaten;49,42;Rohdaten;0,02;Rohdaten;0,57;Rohdaten
07.09.20;19,08;Rohdaten;167,37;Rohdaten;0,06;Rohdaten;1,94;Rohdaten
08.09.20;6,83;Rohdaten;55,78;Rohdaten;0,02;Rohdaten;0,65;Rohdaten
09.09.20;4,97;Rohdaten;31,81;Rohdaten;0,01;Rohdaten;0,37;Rohdaten
10.09.20;4,05;Rohdaten;20,71;Rohdaten;0,01;Rohdaten;0,24;Rohdaten
11.09.20;3,49;Rohdaten;15,18;Rohdaten;0,01;Rohdaten;0,18;Rohdaten
12.09.20;3,47;Rohdaten;13,57;Rohdaten;0,01;Rohdaten;0,16;Rohdaten
13.09.20;5,07;Rohdaten;20,67;Rohdaten;0,01;Rohdaten;0,24;Rohdaten
14.09.20;5,76;Rohdaten;22,4;Rohdaten;0,01;Rohdaten;0,26;Rohdaten
15.09.20;3,97;Rohdaten;12,43;Rohdaten;0;Rohdaten;0,14;Rohdaten
16.09.20;3,46;Rohdaten;10,13;Rohdaten;0;Rohdaten;0,12;Rohdaten
17.09.20;2,86;Rohdaten;7,78;Rohdaten;0;Rohdaten;0,09;Rohdaten
18.09.20;3;Rohdaten;8,26;Rohdaten;0;Rohdaten;0,1;Rohdaten
19.09.20;2,68;Rohdaten;7,1;Rohdaten;0;Rohdaten;0,08;Rohdaten
20.09.20;2,25;Rohdaten;5,61;Rohdaten;0;Rohdaten;0,07;Rohdaten
21.09.20;1,89;Rohdaten;4,83;Rohdaten;0;Rohdaten;0,06;Rohdaten
22.09.20;1,45;Rohdaten;4,05;Rohdaten;0;Rohdaten;0,05;Rohdaten
23.09.20;2,78;Rohdaten;8,22;Rohdaten;0;Rohdaten;0,1;Rohdaten
24.09.20;2,1;Rohdaten;5,73;Rohdaten;0;Rohdaten;0,07;Rohdaten
25.09.20;4,65;Rohdaten;18,79;Rohdaten;0,01;Rohdaten;0,22;Rohdaten
26.09.20;21,48;Rohdaten;178,83;Rohdaten;0,06;Rohdaten;2,07;Rohdaten
27.09.20;15,06;Rohdaten;102,96;Rohdaten;0,04;Rohdaten;1,19;Rohdaten
28.09.20;7,35;Rohdaten;31,9;Rohdaten;0,01;Rohdaten;0,37;Rohdaten
29.09.20;8,01;Rohdaten;36,83;Rohdaten;0,01;Rohdaten;0,43;Rohdaten
30.09.20;8,47;Rohdaten;40,7;Rohdaten;0,01;Rohdaten;0,47;Rohdaten
01.10.20;7,08;Rohdaten;31,22;Rohdaten;0,01;Rohdaten;0,36;Rohdaten
02.10.20;6,42;Rohdaten;27,41;Rohdaten;0,01;Rohdaten;0,32;Rohdaten
03.10.20;4,45;Rohdaten;16,46;Rohdaten;0,01;Rohdaten;0,19;Rohdaten
04.10.20;3,98;Rohdaten;14,49;Rohdaten;0,01;Rohdaten;0,17;Rohdaten
05.10.20;2,4;Rohdaten;7,6;Rohdaten;0;Rohdaten;0,09;Rohdaten
06.10.20;3,39;Rohdaten;12,04;Rohdaten;0;Rohdaten;0,14;Rohdaten
07.10.20;4,85;Rohdaten;19,67;Rohdaten;0,01;Rohdaten;0,23;Rohdaten
08.10.20;3,45;Rohdaten;12,79;Rohdaten;0,01;Rohdaten;0,15;Rohdaten
09.10.20;1,93;Rohdaten;6,19;Rohdaten;0;Rohdaten;0,07;Rohdaten
10.10.20;2,07;Rohdaten;6,78;Rohdaten;0;Rohdaten;0,08;Rohdaten
11.10.20;2,13;Rohdaten;7,11;Rohdaten;0;Rohdaten;0,08;Rohdaten
12.10.20;3,72;Rohdaten;14,82;Rohdaten;0,01;Rohdaten;0,17;Rohdaten
13.10.20;3,97;Rohdaten;16,08;Rohdaten;0,01;Rohdaten;0,19;Rohdaten
14.10.20;2,49;Rohdaten;8,83;Rohdaten;0;Rohdaten;0,1;Rohdaten
15.10.20;2,96;Rohdaten;10,91;Rohdaten;0;Rohdaten;0,13;Rohdaten
16.10.20;3,29;Rohdaten;13,26;Rohdaten;0,01;Rohdaten;0,15;Rohdaten
17.10.20;14,28;Rohdaten;115,34;Rohdaten;0,04;Rohdaten;1,34;Rohdaten
18.10.20;9,31;Rohdaten;58,73;Rohdaten;0,02;Rohdaten;0,68;Rohdaten
19.10.20;3,73;Rohdaten;16,78;Rohdaten;0,01;Rohdaten;0,19;Rohdaten
20.10.20;2,2;Rohdaten;7,91;Rohdaten;0;Rohdaten;0,09;Rohdaten
21.10.20;2,03;Rohdaten;6,63;Rohdaten;0;Rohdaten;0,08;Rohdaten
22.10.20;2,07;Rohdaten;6,05;Rohdaten;0;Rohdaten;0,07;Rohdaten
23.10.20;2,26;Rohdaten;6,4;Rohdaten;0;Rohdaten;0,07;Rohdaten
24.10.20;3,96;Rohdaten;14,03;Rohdaten;0,01;Rohdaten;0,16;Rohdaten
25.10.20;6,48;Rohdaten;27,87;Rohdaten;0,01;Rohdaten;0,32;Rohdaten
26.10.20;4,96;Rohdaten;18,85;Rohdaten;0,01;Rohdaten;0,22;Rohdaten
27.10.20;14,75;Rohdaten;110,8;Rohdaten;0,04;Rohdaten;1,28;Rohdaten
28.10.20;16,94;Rohdaten;134,66;Rohdaten;0,05;Rohdaten;1,56;Rohdaten
29.10.20;12,45;Rohdaten;82,06;Rohdaten;0,03;Rohdaten;0,95;Rohdaten
30.10.20;25,3;Rohdaten;265,72;Rohdaten;0,09;Rohdaten;3,08;Rohdaten
31.10.20;17,3;Rohdaten;145,58;Rohdaten;0,05;Rohdaten;1,69;Rohdaten
01.11.20;14,01;Rohdaten;103,53;Rohdaten;0,04;Rohdaten;1,2;Rohdaten
02.11.20;10,96;Rohdaten;72,51;Rohdaten;0,03;Rohdaten;0,84;Rohdaten
03.11.20;4,71;Rohdaten;25,27;Rohdaten;0,01;Rohdaten;0,29;Rohdaten
04.11.20;4,33;Rohdaten;24,31;Rohdaten;0,01;Rohdaten;0,28;Rohdaten
05.11.20;6,24;Rohdaten;37,15;Rohdaten;0,01;Rohdaten;0,43;Rohdaten
06.11.20;7,28;Rohdaten;42,48;Rohdaten;0,02;Rohdaten;0,49;Rohdaten
07.11.20;7,2;Rohdaten;39,39;Rohdaten;0,01;Rohdaten;0,46;Rohdaten
08.11.20;5,69;Rohdaten;25,29;Rohdaten;0,01;Rohdaten;0,29;Rohdaten
09.11.20;5,63;Rohdaten;21,89;Rohdaten;0,01;Rohdaten;0,25;Rohdaten
10.11.20;7,32;Rohdaten;30,05;Rohdaten;0,01;Rohdaten;0,35;Rohdaten
11.11.20;13,65;Rohdaten;62,84;Rohdaten;0,02;Rohdaten;0,73;Rohdaten
12.11.20;40,45;Rohdaten;179,38;Rohdaten;0,06;Rohdaten;2,08;Rohdaten
13.11.20;17,16;Rohdaten;69,82;Rohdaten;0,03;Rohdaten;0,81;Rohdaten
14.11.20;6,7;Rohdaten;21,78;Rohdaten;0,01;Rohdaten;0,25;Rohdaten
15.11.20;4,57;Rohdaten;12,82;Rohdaten;0,01;Rohdaten;0,15;Rohdaten
16.11.20;4,42;Rohdaten;11,67;Rohdaten;0;Rohdaten;0,14;Rohdaten
17.11.20;4,94;Rohdaten;13,75;Rohdaten;0,01;Rohdaten;0,16;Rohdaten
18.11.20;4,33;Rohdaten;12,13;Rohdaten;0;Rohdaten;0,14;Rohdaten
19.11.20;4,35;Rohdaten;12,18;Rohdaten;0;Rohdaten;0,14;Rohdaten
20.11.20;5,67;Rohdaten;17,35;Rohdaten;0,01;Rohdaten;0,2;Rohdaten
21.11.20;7,2;Rohdaten;24,47;Rohdaten;0,01;Rohdaten;0,28;Rohdaten
22.11.20;4,99;Rohdaten;12,81;Rohdaten;0,01;Rohdaten;0,15;Rohdaten
23.11.20;4,88;Rohdaten;11,66;Rohdaten;0;Rohdaten;0,14;Rohdaten
24.11.20;7,46;Rohdaten;22,57;Rohdaten;0,01;Rohdaten;0,26;Rohdaten
25.11.20;7,29;Rohdaten;20,69;Rohdaten;0,01;Rohdaten;0,24;Rohdaten
26.11.20;8,37;Rohdaten;27,88;Rohdaten;0,01;Rohdaten;0,32;Rohdaten
27.11.20;7,07;Rohdaten;21,41;Rohdaten;0,01;Rohdaten;0,25;Rohdaten
28.11.20;6,84;Rohdaten;21,08;Rohdaten;0,01;Rohdaten;0,24;Rohdaten
29.11.20;5,09;Rohdaten;13,91;Rohdaten;0,01;Rohdaten;0,16;Rohdaten
30.11.20;3,83;Rohdaten;9,44;Rohdaten;0;Rohdaten;0,11;Rohdaten
01.12.20;3,96;Rohdaten;10,46;Rohdaten;0;Rohdaten;0,12;Rohdaten
02.12.20;3,15;Rohdaten;7,56;Rohdaten;0;Rohdaten;0,09;Rohdaten
03.12.20;5,17;Rohdaten;15,38;Rohdaten;0,01;Rohdaten;0,18;Rohdaten
04.12.20;4,95;Rohdaten;14,44;Rohdaten;0,01;Rohdaten;0,17;Rohdaten
05.12.20;3,88;Rohdaten;9,91;Rohdaten;0;Rohdaten;0,12;Rohdaten
06.12.20;4,02;Rohdaten;10,38;Rohdaten;0;Rohdaten;0,12;Rohdaten
07.12.20;4,38;Rohdaten;11,65;Rohdaten;0;Rohdaten;0,14;Rohdaten
08.12.20;5,16;Rohdaten;14,81;Rohdaten;0,01;Rohdaten;0,17;Rohdaten
09.12.20;6,21;Rohdaten;19,81;Rohdaten;0,01;Rohdaten;0,23;Rohdaten
10.12.20;6,58;Rohdaten;21,39;Rohdaten;0,01;Rohdaten;0,25;Rohdaten
11.12.20;6,74;Rohdaten;22,16;Rohdaten;0,01;Rohdaten;0,26;Rohdaten
12.12.20;5,15;Rohdaten;14,35;Rohdaten;0,01;Rohdaten;0,17;Rohdaten
13.12.20;4,32;Rohdaten;10,94;Rohdaten;0;Rohdaten;0,13;Rohdaten
14.12.20;5,03;Rohdaten;13,6;Rohdaten;0,01;Rohdaten;0,16;Rohdaten
15.12.20;4,64;Rohdaten;11,94;Rohdaten;0;Rohdaten;0,14;Rohdaten
16.12.20;4,6;Rohdaten;11,62;Rohdaten;0;Rohdaten;0,13;Rohdaten
17.12.20;3,88;Rohdaten;8,86;Rohdaten;0;Rohdaten;0,1;Rohdaten
18.12.20;3,45;Rohdaten;7,35;Rohdaten;0;Rohdaten;0,09;Rohdaten
19.12.20;3,47;Rohdaten;7,29;Rohdaten;0;Rohdaten;0,08;Rohdaten
20.12.20;3,66;Rohdaten;7,76;Rohdaten;0;Rohdaten;0,09;Rohdaten
21.12.20;3,6;Rohdaten;7,47;Rohdaten;0;Rohdaten;0,09;Rohdaten
22.12.20;3,72;Rohdaten;7,75;Rohdaten;0;Rohdaten;0,09;Rohdaten
23.12.20;3,62;Rohdaten;7,53;Rohdaten;0;Rohdaten;0,09;Rohdaten
24.12.20;3,73;Rohdaten;7,98;Rohdaten;0;Rohdaten;0,09;Rohdaten
25.12.20;3,52;Rohdaten;7,46;Rohdaten;0;Rohdaten;0,09;Rohdaten
26.12.20;3,14;Rohdaten;6,43;Rohdaten;0;Rohdaten;0,07;Rohdaten
27.12.20;2,97;Rohdaten;6,04;Rohdaten;0;Rohdaten;0,07;Rohdaten
28.12.20;2,84;Rohdaten;5,69;Rohdaten;0;Rohdaten;0,07;Rohdaten
29.12.20;2,89;Rohdaten;5,82;Rohdaten;0;Rohdaten;0,07;Rohdaten
30.12.20;2,84;Rohdaten;5,66;Rohdaten;0;Rohdaten;0,07;Rohdaten
31.12.20;2,82;Rohdaten;5,59;Rohdaten;0;Rohdaten;0,07;Rohdaten
01.01.21;2,77;Rohdaten;5,45;Rohdaten;0;Rohdaten;0,06;Rohdaten
02.01.21;2,71;Rohdaten;5,29;Rohdaten;0;Rohdaten;0,06;Rohdaten
03.01.21;2,68;Rohdaten;5,2;Rohdaten;0;Rohdaten;0,06;Rohdaten
04.01.21;2,74;Rohdaten;5,36;Rohdaten;0;Rohdaten;0,06;Rohdaten
05.01.21;3,01;Rohdaten;6,09;Rohdaten;0;Rohdaten;0,07;Rohdaten
06.01.21;3,08;Rohdaten;6,27;Rohdaten;0;Rohdaten;0,07;Rohdaten
07.01.21;2,96;Rohdaten;5,91;Rohdaten;0;Rohdaten;0,07;Rohdaten
08.01.21;4,66;Rohdaten;9,74;Rohdaten;0;Rohdaten;0,11;Rohdaten
09.01.21;3,18;Rohdaten;6,52;Rohdaten;0;Rohdaten;0,08;Rohdaten
10.01.21;2,9;Rohdaten;5,72;Rohdaten;0;Rohdaten;0,07;Rohdaten
11.01.21;2,99;Rohdaten;5,97;Rohdaten;0;Rohdaten;0,07;Rohdaten
12.01.21;3,21;Rohdaten;6,59;Rohdaten;0;Rohdaten;0,08;Rohdaten
13.01.21;3,03;Rohdaten;6,05;Rohdaten;0;Rohdaten;0,07;Rohdaten
14.01.21;3,04;Rohdaten;6,07;Rohdaten;0;Rohdaten;0,07;Rohdaten
15.01.21;3,57;Rohdaten;7,63;Rohdaten;0;Rohdaten;0,09;Rohdaten
16.01.21;3,64;Rohdaten;7,84;Rohdaten;0;Rohdaten;0,09;Rohdaten
17.01.21;3,16;Rohdaten;6,37;Rohdaten;0;Rohdaten;0,07;Rohdaten
18.01.21;3,34;Rohdaten;6,91;Rohdaten;0;Rohdaten;0,08;Rohdaten
19.01.21;3,47;Rohdaten;7,29;Rohdaten;0;Rohdaten;0,08;Rohdaten
20.01.21;3,58;Rohdaten;7,62;Rohdaten;0;Rohdaten;0,09;Rohdaten
21.01.21;3,59;Rohdaten;7,63;Rohdaten;0;Rohdaten;0,09;Rohdaten
22.01.21;3,84;Rohdaten;8,39;Rohdaten;0;Rohdaten;0,1;Rohdaten
23.01.21;4,14;Rohdaten;9,39;Rohdaten;0;Rohdaten;0,11;Rohdaten
24.01.21;4,11;Rohdaten;9,28;Rohdaten;0;Rohdaten;0,11;Rohdaten
25.01.21;4,07;Rohdaten;9,11;Rohdaten;0;Rohdaten;0,11;Rohdaten
26.01.21;4,95;Rohdaten;12,26;Rohdaten;0;Rohdaten;0,14;Rohdaten
27.01.21;4,15;Rohdaten;9,36;Rohdaten;0;Rohdaten;0,11;Rohdaten
28.01.21;4,13;Rohdaten;9,3;Rohdaten;0;Rohdaten;0,11;Rohdaten
29.01.21;12,08;Rohdaten;62,47;Rohdaten;0,02;Rohdaten;0,72;Rohdaten
30.01.21;19,75;Rohdaten;149,39;Rohdaten;0,05;Rohdaten;1,73;Rohdaten
31.01.21;18,5;Rohdaten;145,71;Rohdaten;0,05;Rohdaten;1,69;Rohdaten
01.02.21;12,27;Rohdaten;85,77;Rohdaten;0,03;Rohdaten;0,99;Rohdaten
02.02.21;9,33;Rohdaten;63,1;Rohdaten;0,02;Rohdaten;0,73;Rohdaten
03.02.21;11,11;Rohdaten;88,44;Rohdaten;0,03;Rohdaten;1,02;Rohdaten
04.02.21;18,17;Rohdaten;174,93;Rohdaten;0,06;Rohdaten;2,03;Rohdaten
05.02.21;14,7;Rohdaten;129,2;Rohdaten;0,05;Rohdaten;1,5;Rohdaten
06.02.21;10,33;Rohdaten;79,07;Rohdaten;0,03;Rohdaten;0,92;Rohdaten
07.02.21;7,68;Rohdaten;53,17;Rohdaten;0,02;Rohdaten;0,62;Rohdaten
08.02.21;9,01;Rohdaten;65,77;Rohdaten;0,02;Rohdaten;0,76;Rohdaten
09.02.21;7,22;Rohdaten;48,7;Rohdaten;0,02;Rohdaten;0,56;Rohdaten
10.02.21;7,02;Rohdaten;43,44;Rohdaten;0,02;Rohdaten;0,5;Rohdaten
11.02.21;6,57;Rohdaten;35,96;Rohdaten;0,01;Rohdaten;0,42;Rohdaten
12.02.21;6;Rohdaten;28,28;Rohdaten;0,01;Rohdaten;0,33;Rohdaten
13.02.21;5,61;Rohdaten;22,38;Rohdaten;0,01;Rohdaten;0,26;Rohdaten
14.02.21;5,39;Rohdaten;17,93;Rohdaten;0,01;Rohdaten;0,21;Rohdaten
15.02.21;6,61;Rohdaten;19,88;Rohdaten;0,01;Rohdaten;0,23;Rohdaten
16.02.21;14,75;Rohdaten;41,78;Rohdaten;0,02;Rohdaten;0,48;Rohdaten
17.02.21;8,43;Rohdaten;29,22;Rohdaten;0,01;Rohdaten;0,34;Rohdaten
18.02.21;7,18;Rohdaten;23,98;Rohdaten;0,01;Rohdaten;0,28;Rohdaten
19.02.21;6,35;Rohdaten;20,39;Rohdaten;0,01;Rohdaten;0,24;Rohdaten
20.02.21;5,64;Rohdaten;17,55;Rohdaten;0,01;Rohdaten;0,2;Rohdaten
21.02.21;4,31;Rohdaten;12,21;Rohdaten;0;Rohdaten;0,14;Rohdaten
22.02.21;4,93;Rohdaten;15,45;Rohdaten;0,01;Rohdaten;0,18;Rohdaten
23.02.21;4,52;Rohdaten;13,99;Rohdaten;0,01;Rohdaten;0,16;Rohdaten
24.02.21;3,83;Rohdaten;11,45;Rohdaten;0;Rohdaten;0,13;Rohdaten
25.02.21;3,88;Rohdaten;11,9;Rohdaten;0;Rohdaten;0,14;Rohdaten
26.02.21;6,19;Rohdaten;22,02;Rohdaten;0,01;Rohdaten;0,26;Rohdaten
27.02.21;7,8;Rohdaten;29,84;Rohdaten;0,01;Rohdaten;0,35;Rohdaten
28.02.21;7,66;Rohdaten;27,32;Rohdaten;0,01;Rohdaten;0,32;Rohdaten
01.03.21;12,45;Rohdaten;38,08;Rohdaten;0,01;Rohdaten;0,44;Rohdaten
02.03.21;7,19;Rohdaten;22,47;Rohdaten;0,01;Rohdaten;0,26;Rohdaten
03.03.21;5,98;Rohdaten;18,38;Rohdaten;0,01;Rohdaten;0,21;Rohdaten
04.03.21;5,09;Rohdaten;14,96;Rohdaten;0,01;Rohdaten;0,17;Rohdaten
05.03.21;5,47;Rohdaten;17,53;Rohdaten;0,01;Rohdaten;0,2;Rohdaten
06.03.21;6,28;Rohdaten;22,32;Rohdaten;0,01;Rohdaten;0,26;Rohdaten
07.03.21;3,44;Rohdaten;9,82;Rohdaten;0;Rohdaten;0,11;Rohdaten
08.03.21;3,17;Rohdaten;9,21;Rohdaten;0;Rohdaten;0,11;Rohdaten
09.03.21;3,2;Rohdaten;9,6;Rohdaten;0;Rohdaten;0,11;Rohdaten
10.03.21;3,33;Rohdaten;10,15;Rohdaten;0;Rohdaten;0,12;Rohdaten
11.03.21;4,06;Rohdaten;13,14;Rohdaten;0,01;Rohdaten;0,15;Rohdaten
12.03.21;5,18;Rohdaten;18,49;Rohdaten;0,01;Rohdaten;0,21;Rohdaten
13.03.21;4,46;Rohdaten;14,92;Rohdaten;0,01;Rohdaten;0,17;Rohdaten
14.03.21;2,65;Rohdaten;7,3;Rohdaten;0;Rohdaten;0,09;Rohdaten
15.03.21;2,48;Rohdaten;6,73;Rohdaten;0;Rohdaten;0,08;Rohdaten
16.03.21;4,96;Rohdaten;16,92;Rohdaten;0,01;Rohdaten;0,2;Rohdaten
17.03.21;7,34;Rohdaten;29,4;Rohdaten;0,01;Rohdaten;0,34;Rohdaten
18.03.21;7,24;Rohdaten;28,14;Rohdaten;0,01;Rohdaten;0,33;Rohdaten
19.03.21;5,98;Rohdaten;20,48;Rohdaten;0,01;Rohdaten;0,24;Rohdaten
20.03.21;5,47;Rohdaten;17,3;Rohdaten;0,01;Rohdaten;0,2;Rohdaten
21.03.21;4,56;Rohdaten;12,78;Rohdaten;0,01;Rohdaten;0,15;Rohdaten
22.03.21;4,53;Rohdaten;12,19;Rohdaten;0;Rohdaten;0,14;Rohdaten
23.03.21;4,76;Rohdaten;12,66;Rohdaten;0;Rohdaten;0,15;Rohdaten
24.03.21;5,52;Rohdaten;15,38;Rohdaten;0,01;Rohdaten;0,18;Rohdaten
25.03.21;6,52;Rohdaten;19,86;Rohdaten;0,01;Rohdaten;0,23;Rohdaten
26.03.21;8,9;Rohdaten;36,03;Rohdaten;0,01;Rohdaten;0,42;Rohdaten
27.03.21;11,15;Rohdaten;57,3;Rohdaten;0,02;Rohdaten;0,66;Rohdaten
28.03.21;9,42;Rohdaten;47,9;Rohdaten;0,02;Rohdaten;0,55;Rohdaten
29.03.21;6,15;Rohdaten;28,02;Rohdaten;0,01;Rohdaten;0,32;Rohdaten
30.03.21;5,88;Rohdaten;28,9;Rohdaten;0,01;Rohdaten;0,33;Rohdaten
31.03.21;9,36;Rohdaten;61,01;Rohdaten;0,02;Rohdaten;0,71;Rohdaten
01.04.21;12,12;Rohdaten;89,43;Rohdaten;0,03;Rohdaten;1,04;Rohdaten
02.04.21;9,04;Rohdaten;58,02;Rohdaten;0,02;Rohdaten;0,67;Rohdaten
03.04.21;8,06;Rohdaten;48,17;Rohdaten;0,02;Rohdaten;0,56;Rohdaten
04.04.21;5,68;Rohdaten;28,81;Rohdaten;0,01;Rohdaten;0,33;Rohdaten
05.04.21;3,76;Rohdaten;14,22;Rohdaten;0,01;Rohdaten;0,17;Rohdaten
06.04.21;2,73;Rohdaten;8,7;Rohdaten;0;Rohdaten;0,1;Rohdaten
07.04.21;3,29;Rohdaten;10,81;Rohdaten;0;Rohdaten;0,13;Rohdaten
08.04.21;3,9;Rohdaten;12,82;Rohdaten;0,01;Rohdaten;0,15;Rohdaten
09.04.21;3,7;Rohdaten;11,21;Rohdaten;0;Rohdaten;0,13;Rohdaten
10.04.21;3,46;Rohdaten;9,96;Rohdaten;0;Rohdaten;0,12;Rohdaten
11.04.21;2,85;Rohdaten;8,47;Rohdaten;0;Rohdaten;0,1;Rohdaten
12.04.21;2,77;Rohdaten;7,68;Rohdaten;0;Rohdaten;0,09;Rohdaten
13.04.21;5,25;Rohdaten;18,47;Rohdaten;0,01;Rohdaten;0,21;Rohdaten
14.04.21;5,5;Rohdaten;19,63;Rohdaten;0,01;Rohdaten;0,23;Rohdaten
15.04.21;5,86;Rohdaten;21,74;Rohdaten;0,01;Rohdaten;0,25;Rohdaten
16.04.21;3,98;Rohdaten;12;Rohdaten;0;Rohdaten;0,14;Rohdaten
17.04.21;3,38;Rohdaten;9,02;Rohdaten;0;Rohdaten;0,1;Rohdaten
