Datum;Mittelwert;Maximum;Minimum;Prüfstatus
22.05.24;13,4;14;12,7;Geprueft
23.05.24;13,8;14,5;13,1;Geprueft
24.05.24;13;13,9;12,2;Geprueft
25.05.24;13,6;14,5;12,8;Geprueft
26.05.24;13,7;15;12,4;Geprueft
27.05.24;14,9;16,5;13,8;Geprueft
28.05.24;14,2;15,5;12,9;Geprueft
29.05.24;12,9;13,6;12,2;Geprueft
30.05.24;13,6;14,5;13,1;Geprueft
31.05.24;13;13,4;12,2;Geprueft
01.06.24;11,5;12,2;10,9;Geprueft
02.06.24;11,6;12;11,1;Geprueft
03.06.24;12;12,1;11,8;Geprueft
04.06.24;12,2;13,1;11,4;Geprueft
05.06.24;12,9;13,5;12,1;Geprueft
06.06.24;13,3;14;12,6;Geprueft
07.06.24;12,9;13,6;12,2;Geprueft
08.06.24;13,2;13,9;12,4;Geprueft
09.06.24;13,6;13,9;13,2;Geprueft
10.06.24;13,7;14;13,4;Geprueft
11.06.24;12,9;13,7;12,2;Geprueft
12.06.24;12,6;13,5;11,9;Geprueft
13.06.24;13,3;13,7;12,9;Geprueft
14.06.24;13,1;13,6;12,6;Geprueft
15.06.24;13,1;13,3;12,8;Geprueft
16.06.24;13,4;14,5;12,4;Geprueft
17.06.24;14,8;15,7;13,8;Geprueft
18.06.24;15,1;16;14,1;Geprueft
19.06.24;16,2;17,3;15,2;Geprueft
20.06.24;16,6;16,9;16,2;Geprueft
21.06.24;16,8;17,5;16,3;Geprueft
22.06.24;15,9;16,5;15,4;Geprueft
23.06.24;14,9;15,4;14,6;Geprueft
24.06.24;15,5;16,6;14,6;Geprueft
25.06.24;15,6;16,2;14,8;Geprueft
26.06.24;15,8;17,3;15,1;Geprueft
27.06.24;15,8;16,8;15,1;Geprueft
28.06.24;16,6;17,7;15,6;Geprueft
29.06.24;17,2;18,1;16,5;Geprueft
30.06.24;17,2;17,4;16,8;Geprueft
01.07.24;16,2;16,7;15,8;Geprueft
02.07.24;15,7;16,1;15,2;Geprueft
03.07.24;15,2;15,6;14,9;Geprueft
04.07.24;15;15,4;14,5;Geprueft
05.07.24;15,9;17,1;15;Geprueft
06.07.24;16,7;17,8;15,9;Geprueft
07.07.24;15,7;16,8;15,3;Geprueft
08.07.24;15,8;16,7;15;Geprueft
09.07.24;17,1;18,2;16;Geprueft
10.07.24;17,8;18,8;17,1;Geprueft
11.07.24;17,3;17,9;16,6;Geprueft
12.07.24;17,4;17,8;17,1;Geprueft
13.07.24;16,3;17,1;15,6;Geprueft
14.07.24;16,2;17,3;15,2;Geprueft
15.07.24;17,5;18,8;16,3;Geprueft
16.07.24;18,2;18,8;17,6;Geprueft
17.07.24;17,1;17,5;16,8;Geprueft
18.07.24;17,1;18,1;16,2;Geprueft
19.07.24;18,3;19,7;17,1;Geprueft
20.07.24;18,9;19,6;18,1;Geprueft
21.07.24;18,5;19,3;17,7;Geprueft
22.07.24;18,4;18,8;18;Geprueft
23.07.24;17,8;18,4;17,1;Geprueft
24.07.24;17,9;18,2;17,3;Geprueft
25.07.24;17,4;18,1;16,6;Geprueft
26.07.24;17,7;18,7;16,7;Geprueft
27.07.24;18,6;19,7;17,5;Geprueft
28.07.24;18,9;19,6;18,2;Geprueft
29.07.24;18,1;19;17;Geprueft
30.07.24;18,5;19,8;17,2;Geprueft
31.07.24;19,7;21;18,4;Geprueft
01.08.24;19,7;20,5;18,6;Rohdaten
02.08.24;18,9;19,7;18,3;Rohdaten
03.08.24;18,6;19,7;17,7;Rohdaten
04.08.24;18,5;19,1;17,6;Rohdaten
05.08.24;18,6;19,2;17,9;Rohdaten
06.08.24;18,8;19,8;17,7;Rohdaten
07.08.24;18,9;19,5;18,1;Rohdaten
08.08.24;18,5;19,5;17,8;Rohdaten
09.08.24;18,6;19,7;17,6;Rohdaten
10.08.24;19,4;20,2;18,4;Rohdaten
11.08.24;20;20,6;19,1;Rohdaten
12.08.24;20,6;21,3;19,8;Rohdaten
13.08.24;20,7;21,4;19,7;Rohdaten
14.08.24;20,2;21;19,1;Rohdaten
15.08.24;19,8;20,8;18,5;Rohdaten
16.08.24;19,7;20,6;18,7;Rohdaten
17.08.24;19,8;20,3;19,1;Rohdaten
18.08.24;19,3;20,2;18,6;Rohdaten
19.08.24;17,5;18,6;16,7;Rohdaten
20.08.24;16,9;17,3;16,5;Rohdaten
21.08.24;17,3;18;16,7;Rohdaten
22.08.24;17,6;18,4;16,7;Rohdaten
23.08.24;18;19,1;16,9;Rohdaten
24.08.24;18,8;20;17,6;Rohdaten
25.08.24;18,3;19,7;17,5;Rohdaten
26.08.24;16,4;17,4;16,1;Rohdaten
27.08.24;16,6;17,6;15,8;Rohdaten
28.08.24;17,8;19;16,6;Rohdaten
29.08.24;18,7;19,6;17,7;Rohdaten
30.08.24;19,1;19,8;18,1;Rohdaten
31.08.24;19,1;19,7;18,2;Rohdaten
01.09.24;19,3;19,8;18,7;Rohdaten
02.09.24;19,6;20;19,1;Rohdaten
03.09.24;19,8;20,4;19,2;Rohdaten
04.09.24;20,1;20,5;19,1;Rohdaten
05.09.24;19,2;20;18,4;Rohdaten
06.09.24;18,6;19,1;18;Rohdaten
07.09.24;18,7;19,3;18;Rohdaten
08.09.24;18,6;19,1;18,3;Rohdaten
09.09.24;17,9;18,5;17,5;Rohdaten
10.09.24;16,8;17,5;16,4;Rohdaten
11.09.24;16,4;16,7;15,9;Rohdaten
12.09.24;15,7;16,5;15;Rohdaten
13.09.24;14,4;15;13,9;Rohdaten
14.09.24;12,3;13,9;11,6;Rohdaten
15.09.24;12,4;13,2;11,7;Rohdaten
16.09.24;13,1;13,3;12,8;Rohdaten
17.09.24;12,4;12,9;12;Rohdaten
18.09.24;12,8;13;12,3;Rohdaten
19.09.24;12,7;13;12,2;Rohdaten
20.09.24;12,7;13,1;12,2;Rohdaten
21.09.24;13;13,5;12,5;Rohdaten
22.09.24;13,1;13,5;12,6;Rohdaten
23.09.24;13,4;13,9;13,1;Rohdaten
24.09.24;13,5;14;13,1;Rohdaten
25.09.24;13,3;13,9;12,7;Rohdaten
26.09.24;13,4;13,7;13,1;Rohdaten
27.09.24;13,1;13,4;12,6;Rohdaten
28.09.24;12,2;12,6;11,8;Rohdaten
29.09.24;11,7;12,1;11,4;Rohdaten
30.09.24;11,9;12,3;11,6;Rohdaten
01.10.24;12,4;12,8;12,1;Rohdaten
02.10.24;12,6;13;12,2;Rohdaten
03.10.24;11,7;12,2;11,4;Rohdaten
04.10.24;11,4;11,5;11,2;Rohdaten
05.10.24;11,2;11,3;11,1;Rohdaten
06.10.24;11,4;11,9;11,1;Rohdaten
07.10.24;12;12,7;11,4;Rohdaten
08.10.24;12,5;13;11,9;Rohdaten
09.10.24;12,5;12,8;12,1;Rohdaten
10.10.24;12,2;12,3;11,9;Rohdaten
11.10.24;11,5;11,9;11,2;Rohdaten
12.10.24;11,1;11,2;10,9;Rohdaten
13.10.24;11,4;11,6;11,2;Rohdaten
14.10.24;11,4;11,7;11,1;Rohdaten
15.10.24;11,8;12,1;11,5;Rohdaten
16.10.24;12,2;12,6;11,9;Rohdaten
17.10.24;12,2;12,7;11,7;Rohdaten
18.10.24;12,2;12,5;11,8;Rohdaten
19.10.24;12,1;12,4;11,7;Rohdaten
20.10.24;12,2;12,4;11,9;Rohdaten
21.10.24;12,2;12,6;11,7;Rohdaten
22.10.24;12,2;12,5;11,8;Rohdaten
23.10.24;12,1;12,5;11,9;Rohdaten
24.10.24;11,9;12;11,7;Rohdaten
25.10.24;12;12,3;11,7;Rohdaten
26.10.24;12;12,3;11,7;Rohdaten
27.10.24;12;12,2;11,6;Rohdaten
28.10.24;12;12,3;11,5;Rohdaten
29.10.24;11,9;12,2;11,3;Rohdaten
30.10.24;11,7;12,1;11,2;Rohdaten
31.10.24;11,7;12;11,4;Rohdaten
