Datum;Mittelwert;Maximum;Minimum;Prüfstatus
2024-05-29;178;202;143;Rohdaten
2024-05-30;139;146;135;Rohdaten
2024-05-31;140;180;119;Rohdaten
2024-06-01;315;459;180;Rohdaten
2024-06-02;394;459;342;Rohdaten
2024-06-03;339;461;295;Rohdaten
2024-06-04;462;547;411;Rohdaten
2024-06-05;350;430;280;Rohdaten
2024-06-06;260;289;243;Rohdaten
2024-06-07;320;328;291;Rohdaten
2024-06-08;279;332;241;Rohdaten
2024-06-09;232;245;223;Rohdaten
2024-06-10;276;297;227;Rohdaten
2024-06-11;245;282;200;Rohdaten
2024-06-12;184;209;158;Rohdaten
2024-06-13;166;170;161;Rohdaten
2024-06-14;162;166;156;Rohdaten
2024-06-15;148;160;123;Rohdaten
2024-06-16;127;133;122;Rohdaten
2024-06-17;139;153;127;Rohdaten
2024-06-18;144;153;125;Rohdaten
2024-06-19;103;125;88,6;Rohdaten
2024-06-20;86,4;90;82,6;Rohdaten
2024-06-21;113;123;85,6;Rohdaten
2024-06-22;131;138;119;Rohdaten
2024-06-23;176;205;133;Rohdaten
2024-06-24;154;180;144;Rohdaten
2024-06-25;184;187;179;Rohdaten
2024-06-26;181;191;158;Rohdaten
2024-06-27;154;161;141;Rohdaten
2024-06-28;142;148;136;Rohdaten
2024-06-29;126;136;104;Rohdaten
2024-06-30;102;107;93;Rohdaten
2024-07-01;106;130;91,9;Rohdaten
2024-07-02;137;146;127;Rohdaten
2024-07-03;130;133;124;Rohdaten
2024-07-04;133;143;127;Rohdaten
2024-07-05;125;128;122;Rohdaten
2024-07-06;121;143;115;Rohdaten
2024-07-07;160;170;143;Rohdaten
2024-07-08;163;174;140;Rohdaten
2024-07-09;138;141;130;Rohdaten
2024-07-10;131;158;125;Rohdaten
2024-07-11;164;188;140;Rohdaten
2024-07-12;139;150;135;Rohdaten
2024-07-13;149;160;138;Rohdaten
2024-07-14;122;138;106;Rohdaten
2024-07-15;100;107;96,6;Rohdaten
2024-07-16;101;106;93;Rohdaten
2024-07-17;95,5;99,6;89,9;Rohdaten
2024-07-18;91;97,8;84;Rohdaten
2024-07-19;88,9;93;82,5;Rohdaten
2024-07-20;76,2;86,9;64,8;Rohdaten
2024-07-21;59,8;67,7;52,7;Rohdaten
2024-07-22;75,1;107;55,3;Rohdaten
2024-07-23;95,5;111;78;Rohdaten
2024-07-24;87,7;107;56,8;Rohdaten
2024-07-25;103;117;91,8;Rohdaten
2024-07-26;74,9;90,2;59,7;Rohdaten
2024-07-27;60,8;66,2;53;Rohdaten
2024-07-28;62;67,7;55,9;Rohdaten
2024-07-29;61,3;72,1;57,4;Rohdaten
2024-07-30;56;58,8;53;Rohdaten
2024-07-31;56,1;61,8;51,6;Rohdaten
2024-08-01;64,7;75,2;51,6;Rohdaten
2024-08-02;70,6;73,8;67,7;Rohdaten
2024-08-03;66,4;82,9;57,4;Rohdaten
2024-08-04;53,9;58,8;42,2;Rohdaten
2024-08-05;47,8;54,5;38,5;Rohdaten
2024-08-06;54,8;58,8;44,8;Rohdaten
2024-08-07;62,2;72,1;55,9;Rohdaten
2024-08-08;61,6;67,7;54,5;Rohdaten
2024-08-09;53,3;63,3;36,3;Rohdaten
2024-08-10;41,8;47,4;35,1;Rohdaten
2024-08-11;35,9;40,9;30,1;Rohdaten
2024-08-12;36,1;43,5;32;Rohdaten
2024-08-13;42,1;48,8;36,3;Rohdaten
2024-08-14;48,5;54,5;42,2;Rohdaten
2024-08-15;71,8;87,5;47,4;Rohdaten
2024-08-16;48,2;60,3;35,1;Rohdaten
2024-08-17;45,4;53;34,1;Rohdaten
2024-08-18;47,7;67,7;33;Rohdaten
2024-08-19;125;167;61,8;Rohdaten
2024-08-20;121;155;93,8;Rohdaten
2024-08-21;85,7;95,4;73,8;Rohdaten
2024-08-22;68;75,2;58,8;Rohdaten
2024-08-23;61,8;66,2;53;Rohdaten
2024-08-24;60,5;67,7;51,6;Rohdaten
2024-08-25;52,7;87,5;39,7;Rohdaten
2024-08-26;84,2;96,9;67,7;Rohdaten
2024-08-27;66;76,7;53;Rohdaten
2024-08-28;47,5;53;42,2;Rohdaten
2024-08-29;43,2;46,1;38,5;Rohdaten
2024-08-30;43,5;46,1;36,3;Rohdaten
2024-08-31;37,7;44,8;32;Rohdaten
2024-09-01;30,8;40,9;27,4;Rohdaten
2024-09-02;26,5;32;22,8;Rohdaten
2024-09-03;34,9;46,1;25,8;Rohdaten
2024-09-04;56;70,1;44,4;Rohdaten
2024-09-05;74,8;93,2;58,3;Rohdaten
2024-09-06;49,1;58,3;41,8;Rohdaten
2024-09-07;35,1;41,8;24,2;Rohdaten
2024-09-08;29,9;33,8;25;Rohdaten
2024-09-09;56;77,7;29;Rohdaten
2024-09-10;56,7;76,2;44,4;Rohdaten
2024-09-11;53,7;62,7;45,7;Rohdaten
2024-09-12;77,2;85,4;61,2;Rohdaten
2024-09-13;93,6;168;77,7;Rohdaten
2024-09-14;311;445;170;Rohdaten
2024-09-15;378;441;310;Rohdaten
2024-09-16;282;330;265;Rohdaten
2024-09-17;401;443;328;Rohdaten
2024-09-18;302;378;257;Rohdaten
2024-09-19;246;257;235;Rohdaten
2024-09-20;216;237;178;Rohdaten
2024-09-21;168;176;152;Rohdaten
2024-09-22;148;152;141;Rohdaten
2024-09-23;139;149;126;Rohdaten
2024-09-24;126;132;113;Rohdaten
2024-09-25;110;114;105;Rohdaten
2024-09-26;107;113;105;Rohdaten
2024-09-27;120;126;106;Rohdaten
2024-09-28;147;161;122;Rohdaten
2024-09-29;172;185;151;Rohdaten
2024-09-30;143;161;132;Rohdaten
2024-10-01;132;139;119;Rohdaten
2024-10-02;122;129;114;Rohdaten
2024-10-03;119;126;113;Rohdaten
2024-10-04;124;152;111;Rohdaten
2024-10-05;170;178;152;Rohdaten
2024-10-06;141;159;126;Rohdaten
2024-10-07;120;126;113;Rohdaten
2024-10-08;120;127;116;Rohdaten
2024-10-09;144;154;119;Rohdaten
2024-10-10;139;146;127;Rohdaten
2024-10-11;139;147;131;Rohdaten
2024-10-12;134;142;116;Rohdaten
2024-10-13;108;118;99,5;Rohdaten
2024-10-14;100;114;94,8;Rohdaten
2024-10-15;114;119;105;Rohdaten
2024-10-16;93,6;106;82,3;Rohdaten
2024-10-17;75,9;83,9;65,6;Rohdaten
2024-10-18;74,9;77,7;71,6;Rohdaten
2024-10-19;71,6;77,7;59,7;Rohdaten
2024-10-20;56,4;61,2;51,1;Rohdaten
2024-10-21;46,5;52,5;43,1;Rohdaten
2024-10-22;54,5;58,3;51,1;Rohdaten
2024-10-23;71,5;85,4;56,8;Rohdaten
2024-10-24;84,3;93,2;79,2;Rohdaten
2024-10-25;72,1;94,8;43,1;Rohdaten
2024-10-26;60,7;65,6;49,7;Rohdaten
2024-10-27;57,7;65,6;44,4;Rohdaten
2024-10-28;48,9;59,7;44,4;Rohdaten
2024-10-29;52,3;67,7;38,8;Rohdaten
2024-10-30;51,3;54,5;47,6;Rohdaten
2024-10-31;52,5;56;48,9;Rohdaten
