Datum;Mittelwert;Maximum;Minimum;Prüfstatus
01.11.73;50;58;44;Geprueft
02.11.73;45;53;43;Geprueft
03.11.73;49;57;43;Geprueft
04.11.73;45;57;31;Geprueft
05.11.73;46;52;35;Geprueft
06.11.73;49;54;43;Geprueft
07.11.73;51;54;43;Geprueft
08.11.73;48;54;40;Geprueft
09.11.73;46;53;33;Geprueft
10.11.73;43;50;38;Geprueft
11.11.73;38;45;31;Geprueft
12.11.73;37;47;31;Geprueft
13.11.73;37;49;30;Geprueft
14.11.73;56;91;35;Geprueft
15.11.73;96;117;85;Geprueft
16.11.73;170;205;117;Geprueft
17.11.73;176;191;159;Geprueft
18.11.73;134;159;118;Geprueft
19.11.73;108;118;97;Geprueft
20.11.73;95;97;90;Geprueft
21.11.73;89;98;76;Geprueft
22.11.73;72;76;68;Geprueft
23.11.73;67;74;60;Geprueft
24.11.73;68;71;65;Geprueft
25.11.73;65;69;61;Geprueft
26.11.73;71;80;65;Geprueft
27.11.73;68;71;62;Geprueft
28.11.73;72;75;68;Geprueft
29.11.73;68;72;62;Geprueft
30.11.73;63;69;57;Geprueft
01.12.73;59;64;48;Geprueft
02.12.73;59;71;53;Geprueft
03.12.73;59;66;51;Geprueft
04.12.73;60;65;55;Geprueft
05.12.73;67;89;56;Geprueft
06.12.73;94;98;85;Geprueft
07.12.73;96;99;90;Geprueft
08.12.73;99;106;95;Geprueft
09.12.73;97;103;89;Geprueft
10.12.73;85;89;82;Geprueft
11.12.73;79;85;72;Geprueft
12.12.73;70;75;63;Geprueft
13.12.73;64;68;57;Geprueft
14.12.73;69;73;63;Geprueft
15.12.73;71;75;67;Geprueft
16.12.73;66;71;59;Geprueft
17.12.73;63;73;57;Geprueft
18.12.73;67;70;64;Geprueft
19.12.73;62;77;42;Geprueft
20.12.73;59;68;47;Geprueft
21.12.73;60;66;56;Geprueft
22.12.73;61;64;53;Geprueft
23.12.73;57;62;50;Geprueft
24.12.73;53;58;47;Geprueft
25.12.73;51;57;42;Geprueft
26.12.73;52;53;50;Geprueft
27.12.73;51;57;48;Geprueft
28.12.73;56;57;54;Geprueft
29.12.73;57;58;49;Geprueft
30.12.73;53;60;45;Geprueft
31.12.73;48;56;38;Geprueft
01.01.74;46;54;38;Geprueft
02.01.74;44;55;35;Geprueft
03.01.74;51;55;47;Geprueft
04.01.74;56;64;45;Geprueft
05.01.74;53;57;33;Geprueft
06.01.74;48;54;40;Geprueft
07.01.74;47;53;38;Geprueft
08.01.74;51;61;40;Geprueft
09.01.74;51;56;45;Geprueft
10.01.74;52;54;48;Geprueft
11.01.74;54;57;51;Geprueft
12.01.74;59;67;53;Geprueft
13.01.74;56;61;41;Geprueft
14.01.74;54;61;47;Geprueft
15.01.74;56;63;49;Geprueft
16.01.74;71;81;59;Geprueft
17.01.74;75;81;70;Geprueft
18.01.74;73;87;70;Geprueft
19.01.74;122;139;87;Geprueft
20.01.74;116;128;98;Geprueft
21.01.74;95;104;89;Geprueft
22.01.74;91;96;83;Geprueft
23.01.74;85;88;79;Geprueft
24.01.74;80;86;76;Geprueft
25.01.74;78;79;75;Geprueft
26.01.74;75;78;69;Geprueft
27.01.74;70;74;63;Geprueft
28.01.74;63;66;58;Geprueft
29.01.74;64;67;58;Geprueft
30.01.74;65;70;60;Geprueft
31.01.74;70;75;65;Geprueft
01.02.74;67;71;59;Geprueft
02.02.74;67;69;64;Geprueft
03.02.74;61;65;53;Geprueft
04.02.74;62;72;49;Geprueft
05.02.74;72;80;63;Geprueft
06.02.74;72;76;69;Geprueft
07.02.74;74;78;67;Geprueft
08.02.74;72;77;68;Geprueft
09.02.74;72;79;69;Geprueft
10.02.74;68;77;56;Geprueft
11.02.74;60;63;56;Geprueft
12.02.74;61;68;54;Geprueft
13.02.74;66;69;63;Geprueft
14.02.74;66;72;56;Geprueft
15.02.74;73;76;69;Geprueft
16.02.74;70;84;50;Geprueft
17.02.74;56;67;47;Geprueft
18.02.74;52;58;43;Geprueft
19.02.74;53;61;47;Geprueft
20.02.74;64;70;61;Geprueft
21.02.74;69;75;62;Geprueft
22.02.74;73;75;72;Geprueft
23.02.74;73;75;70;Geprueft
24.02.74;68;72;63;Geprueft
25.02.74;67;72;59;Geprueft
26.02.74;66;69;62;Geprueft
27.02.74;68;73;63;Geprueft
28.02.74;67;72;66;Geprueft
01.03.74;60;67;51;Geprueft
02.03.74;57;60;52;Geprueft
03.03.74;59;62;55;Geprueft
04.03.74;59;62;46;Geprueft
05.03.74;58;63;48;Geprueft
06.03.74;55;59;49;Geprueft
07.03.74;50;56;41;Geprueft
08.03.74;47;51;42;Geprueft
09.03.74;46;55;42;Geprueft
10.03.74;44;50;39;Geprueft
11.03.74;42;59;36;Geprueft
12.03.74;52;57;48;Geprueft
13.03.74;52;59;48;Geprueft
14.03.74;54;63;46;Geprueft
15.03.74;58;64;54;Geprueft
16.03.74;53;60;46;Geprueft
17.03.74;51;68;42;Geprueft
18.03.74;65;74;53;Geprueft
19.03.74;77;95;64;Geprueft
20.03.74;81;91;74;Geprueft
21.03.74;87;98;77;Geprueft
22.03.74;87;98;79;Geprueft
23.03.74;94;101;86;Geprueft
24.03.74;91;97;83;Geprueft
25.03.74;85;91;79;Geprueft
26.03.74;79;85;74;Geprueft
27.03.74;84;89;72;Geprueft
28.03.74;75;88;69;Geprueft
29.03.74;79;98;77;Geprueft
30.03.74;94;108;74;Geprueft
31.03.74;75;80;61;Geprueft
01.04.74;65;76;58;Geprueft
02.04.74;74;75;70;Geprueft
03.04.74;70;71;66;Geprueft
04.04.74;70;77;66;Geprueft
05.04.74;66;80;50;Geprueft
06.04.74;64;69;54;Geprueft
07.04.74;56;63;50;Geprueft
08.04.74;52;60;43;Geprueft
09.04.74;58;61;56;Geprueft
10.04.74;53;56;51;Geprueft
11.04.74;55;59;47;Geprueft
12.04.74;53;59;49;Geprueft
13.04.74;49;53;45;Geprueft
14.04.74;48;53;43;Geprueft
15.04.74;44;47;40;Geprueft
16.04.74;48;60;39;Geprueft
17.04.74;56;72;42;Geprueft
18.04.74;58;72;41;Geprueft
19.04.74;58;60;56;Geprueft
20.04.74;52;57;45;Geprueft
21.04.74;47;52;41;Geprueft
22.04.74;47;57;30;Geprueft
23.04.74;55;64;44;Geprueft
24.04.74;56;64;47;Geprueft
25.04.74;59;67;53;Geprueft
26.04.74;65;79;52;Geprueft
27.04.74;57;63;47;Geprueft
28.04.74;52;57;48;Geprueft
29.04.74;48;76;36;Geprueft
30.04.74;48;59;40;Geprueft
01.05.74;87;110;51;Geprueft
02.05.74;75;97;56;Geprueft
03.05.74;65;68;58;Geprueft
04.05.74;58;61;54;Geprueft
05.05.74;73;107;56;Geprueft
06.05.74;104;114;89;Geprueft
07.05.74;92;104;76;Geprueft
08.05.74;78;92;68;Geprueft
09.05.74;67;76;60;Geprueft
10.05.74;63;71;53;Geprueft
11.05.74;62;67;55;Geprueft
12.05.74;75;84;66;Geprueft
13.05.74;62;69;52;Geprueft
14.05.74;63;75;51;Geprueft
15.05.74;71;76;66;Geprueft
16.05.74;65;71;59;Geprueft
17.05.74;62;68;56;Geprueft
18.05.74;55;64;47;Geprueft
19.05.74;47;68;28;Geprueft
20.05.74;44;53;37;Geprueft
21.05.74;45;47;40;Geprueft
22.05.74;46;52;42;Geprueft
23.05.74;52;60;43;Geprueft
24.05.74;53;57;45;Geprueft
25.05.74;55;61;49;Geprueft
26.05.74;55;61;48;Geprueft
27.05.74;49;59;42;Geprueft
28.05.74;61;68;58;Geprueft
29.05.74;66;69;63;Geprueft
30.05.74;67;74;64;Geprueft
31.05.74;66;77;40;Geprueft
01.06.74;84;106;65;Geprueft
02.06.74;87;102;67;Geprueft
03.06.74;60;68;55;Geprueft
04.06.74;60;69;51;Geprueft
05.06.74;71;74;64;Geprueft
06.06.74;75;86;70;Geprueft
07.06.74;83;89;75;Geprueft
08.06.74;84;89;78;Geprueft
09.06.74;68;80;57;Geprueft
10.06.74;77;92;70;Geprueft
11.06.74;81;90;62;Geprueft
12.06.74;108;153;74;Geprueft
13.06.74;182;198;153;Geprueft
14.06.74;175;201;142;Geprueft
15.06.74;139;145;133;Geprueft
16.06.74;114;133;97;Geprueft
17.06.74;90;97;87;Geprueft
18.06.74;110;156;90;Geprueft
19.06.74;150;160;138;Geprueft
20.06.74;116;138;100;Geprueft
21.06.74;102;106;95;Geprueft
22.06.74;101;104;97;Geprueft
23.06.74;92;103;74;Geprueft
24.06.74;94;126;69;Geprueft
25.06.74;123;130;112;Geprueft
26.06.74;108;117;98;Geprueft
27.06.74;97;114;87;Geprueft
28.06.74;117;126;97;Geprueft
29.06.74;122;125;118;Geprueft
30.06.74;125;135;117;Geprueft
01.07.74;119;130;103;Geprueft
02.07.74;111;119;90;Geprueft
03.07.74;110;119;92;Geprueft
04.07.74;102;106;98;Geprueft
05.07.74;94;99;87;Geprueft
06.07.74;90;93;89;Geprueft
07.07.74;91;97;82;Geprueft
08.07.74;91;97;82;Geprueft
09.07.74;85;99;76;Geprueft
10.07.74;119;153;83;Geprueft
11.07.74;111;139;96;Geprueft
12.07.74;90;96;86;Geprueft
13.07.74;83;90;75;Geprueft
14.07.74;85;89;77;Geprueft
15.07.74;106;118;86;Geprueft
16.07.74;102;113;88;Geprueft
17.07.74;167;201;101;Geprueft
18.07.74;255;295;201;Geprueft
19.07.74;275;301;257;Geprueft
20.07.74;254;273;238;Geprueft
21.07.74;237;250;228;Geprueft
22.07.74;222;244;202;Geprueft
23.07.74;172;202;149;Geprueft
24.07.74;142;149;135;Geprueft
25.07.74;174;188;135;Geprueft
26.07.74;166;182;145;Geprueft
27.07.74;135;145;123;Geprueft
28.07.74;111;123;94;Geprueft
29.07.74;95;99;90;Geprueft
30.07.74;98;103;94;Geprueft
31.07.74;97;105;91;Geprueft
01.08.74;89;91;85;Geprueft
02.08.74;98;114;87;Geprueft
03.08.74;101;102;99;Geprueft
04.08.74;90;101;79;Geprueft
05.08.74;104;114;84;Geprueft
06.08.74;117;120;114;Geprueft
07.08.74;100;117;90;Geprueft
08.08.74;85;90;78;Geprueft
09.08.74;94;104;85;Geprueft
10.08.74;95;105;84;Geprueft
11.08.74;86;90;82;Geprueft
12.08.74;88;91;86;Geprueft
13.08.74;87;89;82;Geprueft
14.08.74;78;84;72;Geprueft
15.08.74;71;75;66;Geprueft
16.08.74;71;75;67;Geprueft
17.08.74;74;79;67;Geprueft
18.08.74;74;79;69;Geprueft
19.08.74;108;137;76;Geprueft
20.08.74;95;101;89;Geprueft
21.08.74;85;90;78;Geprueft
22.08.74;75;82;64;Geprueft
23.08.74;71;88;65;Geprueft
24.08.74;73;78;65;Geprueft
25.08.74;73;85;66;Geprueft
26.08.74;79;86;71;Geprueft
27.08.74;91;102;79;Geprueft
28.08.74;124;143;99;Geprueft
29.08.74;120;131;108;Geprueft
30.08.74;98;108;87;Geprueft
31.08.74;81;88;72;Geprueft
01.09.74;71;78;63;Geprueft
02.09.74;68;76;59;Geprueft
03.09.74;72;75;68;Geprueft
04.09.74;85;99;74;Geprueft
05.09.74;87;97;77;Geprueft
06.09.74;72;78;55;Geprueft
07.09.74;85;93;75;Geprueft
08.09.74;79;85;65;Geprueft
09.09.74;68;77;57;Geprueft
10.09.74;77;96;66;Geprueft
11.09.74;87;101;80;Geprueft
12.09.74;75;82;64;Geprueft
13.09.74;71;83;64;Geprueft
14.09.74;64;69;56;Geprueft
15.09.74;64;80;49;Geprueft
16.09.74;76;91;70;Geprueft
17.09.74;90;97;83;Geprueft
18.09.74;88;93;81;Geprueft
19.09.74;107;122;87;Geprueft
20.09.74;105;116;97;Geprueft
21.09.74;135;149;116;Geprueft
22.09.74;106;124;93;Geprueft
23.09.74;102;108;93;Geprueft
24.09.74;103;108;100;Geprueft
25.09.74;107;116;104;Geprueft
26.09.74;111;126;107;Geprueft
27.09.74;129;135;119;Geprueft
28.09.74;111;119;107;Geprueft
29.09.74;120;131;102;Geprueft
30.09.74;126;128;123;Geprueft
01.10.74;137;147;124;Geprueft
02.10.74;140;147;131;Geprueft
03.10.74;117;131;101;Geprueft
04.10.74;101;102;96;Geprueft
05.10.74;91;96;88;Geprueft
06.10.74;84;88;81;Geprueft
07.10.74;82;85;78;Geprueft
08.10.74;82;86;77;Geprueft
09.10.74;75;79;71;Geprueft
10.10.74;72;76;68;Geprueft
11.10.74;67;72;64;Geprueft
12.10.74;67;71;62;Geprueft
13.10.74;62;68;55;Geprueft
14.10.74;56;62;52;Geprueft
15.10.74;66;72;62;Geprueft
16.10.74;70;72;69;Geprueft
17.10.74;70;74;69;Geprueft
18.10.74;74;91;65;Geprueft
19.10.74;75;87;71;Geprueft
20.10.74;77;87;71;Geprueft
21.10.74;78;83;70;Geprueft
22.10.74;81;91;74;Geprueft
23.10.74;82;86;79;Geprueft
24.10.74;106;115;81;Geprueft
25.10.74;109;117;99;Geprueft
26.10.74;96;101;90;Geprueft
27.10.74;95;103;87;Geprueft
28.10.74;102;114;91;Geprueft
29.10.74;108;116;99;Geprueft
30.10.74;96;101;90;Geprueft
31.10.74;88;90;83;Geprueft
01.11.74;77;83;73;Geprueft
02.11.74;73;76;72;Geprueft
03.11.74;74;79;63;Geprueft
04.11.74;70;75;66;Geprueft
05.11.74;72;78;67;Geprueft
06.11.74;65;71;58;Geprueft
07.11.74;60;67;51;Geprueft
08.11.74;59;66;51;Geprueft
09.11.74;59;64;53;Geprueft
10.11.74;55;59;46;Geprueft
11.11.74;57;70;50;Geprueft
12.11.74;61;66;53;Geprueft
13.11.74;61;65;59;Geprueft
14.11.74;59;62;57;Geprueft
15.11.74;56;59;54;Geprueft
16.11.74;60;65;56;Geprueft
17.11.74;59;68;53;Geprueft
18.11.74;55;63;49;Geprueft
19.11.74;70;85;60;Geprueft
20.11.74;83;89;73;Geprueft
21.11.74;70;77;63;Geprueft
22.11.74;59;65;53;Geprueft
23.11.74;59;62;55;Geprueft
24.11.74;55;59;52;Geprueft
25.11.74;52;64;48;Geprueft
26.11.74;62;66;59;Geprueft
27.11.74;64;67;62;Geprueft
28.11.74;79;97;65;Geprueft
29.11.74;91;94;87;Geprueft
30.11.74;78;88;70;Geprueft
01.12.74;99;116;77;Geprueft
02.12.74;112;142;99;Geprueft
03.12.74;135;145;117;Geprueft
04.12.74;107;117;99;Geprueft
05.12.74;102;104;100;Geprueft
06.12.74;98;102;95;Geprueft
07.12.74;98;103;96;Geprueft
08.12.74;168;208;103;Geprueft
09.12.74;181;208;163;Geprueft
10.12.74;149;163;136;Geprueft
11.12.74;127;136;122;Geprueft
12.12.74;118;122;111;Geprueft
13.12.74;102;111;96;Geprueft
14.12.74;92;96;85;Geprueft
15.12.74;75;85;68;Geprueft
16.12.74;73;83;69;Geprueft
17.12.74;83;92;75;Geprueft
18.12.74;105;113;92;Geprueft
19.12.74;99;104;93;Geprueft
20.12.74;90;95;87;Geprueft
21.12.74;82;88;76;Geprueft
22.12.74;72;76;68;Geprueft
23.12.74;69;72;64;Geprueft
24.12.74;63;67;56;Geprueft
25.12.74;63;72;61;Geprueft
26.12.74;65;80;60;Geprueft
27.12.74;86;90;80;Geprueft
28.12.74;95;114;83;Geprueft
29.12.74;129;134;114;Geprueft
30.12.74;124;135;116;Geprueft
31.12.74;114;123;105;Geprueft
01.01.75;104;110;99;Geprueft
02.01.75;94;99;85;Geprueft
03.01.75;87;92;84;Geprueft
04.01.75;83;85;81;Geprueft
05.01.75;83;85;78;Geprueft
06.01.75;76;81;69;Geprueft
07.01.75;73;86;44;Geprueft
08.01.75;86;93;79;Geprueft
09.01.75;90;93;86;Geprueft
10.01.75;87;91;81;Geprueft
11.01.75;85;87;82;Geprueft
12.01.75;80;85;70;Geprueft
13.01.75;73;83;67;Geprueft
14.01.75;77;80;73;Geprueft
15.01.75;74;76;69;Geprueft
16.01.75;74;100;49;Geprueft
17.01.75;74;75;71;Geprueft
18.01.75;72;75;70;Geprueft
19.01.75;71;73;68;Geprueft
20.01.75;71;72;69;Geprueft
21.01.75;70;72;67;Geprueft
22.01.75;69;72;66;Geprueft
23.01.75;70;76;65;Geprueft
24.01.75;68;72;59;Geprueft
25.01.75;63;68;59;Geprueft
26.01.75;68;72;65;Geprueft
27.01.75;70;74;66;Geprueft
28.01.75;72;76;69;Geprueft
29.01.75;74;79;69;Geprueft
30.01.75;90;110;79;Geprueft
31.01.75;105;115;95;Geprueft
01.02.75;93;98;86;Geprueft
02.02.75;77;86;72;Geprueft
03.02.75;72;79;69;Geprueft
04.02.75;73;75;72;Geprueft
05.02.75;72;75;68;Geprueft
06.02.75;68;75;64;Geprueft
07.02.75;68;71;62;Geprueft
08.02.75;71;76;63;Geprueft
09.02.75;61;64;55;Geprueft
10.02.75;56;59;51;Geprueft
11.02.75;59;61;56;Geprueft
12.02.75;58;65;55;Geprueft
13.02.75;62;71;59;Geprueft
14.02.75;63;67;59;Geprueft
15.02.75;62;64;56;Geprueft
16.02.75;61;64;56;Geprueft
17.02.75;60;61;58;Geprueft
18.02.75;57;59;54;Geprueft
19.02.75;57;60;52;Geprueft
20.02.75;59;62;55;Geprueft
21.02.75;57;60;52;Geprueft
22.02.75;49;55;40;Geprueft
23.02.75;46;51;41;Geprueft
24.02.75;46;55;38;Geprueft
25.02.75;54;59;49;Geprueft
26.02.75;57;61;52;Geprueft
27.02.75;50;56;45;Geprueft
28.02.75;50;58;37;Geprueft
01.03.75;55;66;45;Geprueft
02.03.75;51;55;40;Geprueft
03.03.75;48;59;42;Geprueft
04.03.75;48;53;41;Geprueft
05.03.75;44;48;33;Geprueft
06.03.75;41;44;39;Geprueft
07.03.75;41;43;36;Geprueft
08.03.75;43;50;35;Geprueft
09.03.75;39;47;33;Geprueft
10.03.75;40;49;35;Geprueft
11.03.75;50;57;44;Geprueft
12.03.75;53;55;50;Geprueft
13.03.75;52;55;50;Geprueft
14.03.75;52;55;43;Geprueft
15.03.75;40;47;36;Geprueft
16.03.75;42;48;35;Geprueft
17.03.75;42;49;37;Geprueft
18.03.75;46;51;42;Geprueft
19.03.75;49;53;45;Geprueft
20.03.75;44;50;39;Geprueft
21.03.75;41;46;35;Geprueft
22.03.75;39;44;34;Geprueft
23.03.75;38;56;33;Geprueft
24.03.75;33;36;31;Geprueft
25.03.75;35;38;34;Geprueft
26.03.75;33;39;30;Geprueft
27.03.75;39;46;35;Geprueft
28.03.75;39;44;33;Geprueft
29.03.75;35;41;32;Geprueft
30.03.75;36;38;32;Geprueft
31.03.75;39;43;33;Geprueft
01.04.75;40;52;34;Geprueft
02.04.75;47;53;41;Geprueft
03.04.75;48;53;41;Geprueft
04.04.75;46;72;40;Geprueft
05.04.75;69;72;66;Geprueft
06.04.75;56;70;37;Geprueft
07.04.75;40;51;36;Geprueft
08.04.75;48;54;43;Geprueft
09.04.75;50;61;47;Geprueft
10.04.75;49;53;44;Geprueft
11.04.75;47;49;42;Geprueft
12.04.75;49;58;44;Geprueft
13.04.75;62;63;58;Geprueft
14.04.75;60;66;56;Geprueft
15.04.75;77;85;66;Geprueft
16.04.75;90;101;84;Geprueft
17.04.75;98;106;90;Geprueft
18.04.75;83;90;73;Geprueft
19.04.75;71;73;65;Geprueft
20.04.75;78;83;71;Geprueft
21.04.75;87;100;80;Geprueft
22.04.75;99;101;94;Geprueft
23.04.75;93;99;86;Geprueft
24.04.75;86;90;84;Geprueft
25.04.75;84;86;81;Geprueft
26.04.75;82;86;69;Geprueft
27.04.75;64;70;58;Geprueft
28.04.75;65;71;57;Geprueft
29.04.75;77;85;70;Geprueft
30.04.75;83;86;79;Geprueft
01.05.75;76;85;62;Geprueft
02.05.75;65;77;60;Geprueft
03.05.75;78;80;75;Geprueft
04.05.75;82;87;73;Geprueft
05.05.75;73;81;68;Geprueft
06.05.75;81;87;76;Geprueft
07.05.75;78;87;58;Geprueft
08.05.75;75;91;66;Geprueft
09.05.75;70;81;57;Geprueft
10.05.75;85;87;81;Geprueft
11.05.75;72;84;64;Geprueft
12.05.75;76;110;61;Geprueft
13.05.75;107;115;92;Geprueft
14.05.75;95;103;90;Geprueft
15.05.75;90;95;82;Geprueft
16.05.75;92;98;89;Geprueft
17.05.75;98;103;92;Geprueft
18.05.75;82;97;58;Geprueft
19.05.75;62;67;56;Geprueft
20.05.75;80;103;65;Geprueft
21.05.75;109;116;103;Geprueft
22.05.75;124;134;109;Geprueft
23.05.75;141;148;130;Geprueft
24.05.75;116;146;97;Geprueft
25.05.75;79;97;63;Geprueft
26.05.75;86;103;71;Geprueft
27.05.75;101;106;98;Geprueft
28.05.75;103;107;99;Geprueft
29.05.75;95;103;88;Geprueft
30.05.75;85;95;80;Geprueft
31.05.75;94;103;82;Geprueft
01.06.75;95;110;82;Geprueft
02.06.75;117;131;109;Geprueft
03.06.75;131;137;126;Geprueft
04.06.75;125;129;120;Geprueft
05.06.75;109;120;100;Geprueft
06.06.75;91;100;84;Geprueft
07.06.75;77;86;69;Geprueft
08.06.75;70;80;53;Geprueft
09.06.75;63;70;58;Geprueft
10.06.75;74;79;69;Geprueft
11.06.75;79;86;73;Geprueft
12.06.75;85;88;82;Geprueft
13.06.75;77;84;72;Geprueft
14.06.75;72;75;67;Geprueft
15.06.75;67;84;60;Geprueft
16.06.75;74;84;65;Geprueft
17.06.75;101;118;83;Geprueft
18.06.75;139;161;107;Geprueft
19.06.75;166;173;161;Geprueft
20.06.75;150;164;138;Geprueft
21.06.75;121;138;105;Geprueft
22.06.75;95;105;87;Geprueft
23.06.75;100;126;88;Geprueft
24.06.75;121;139;104;Geprueft
25.06.75;126;154;110;Geprueft
26.06.75;154;164;142;Geprueft
27.06.75;130;142;125;Geprueft
28.06.75;124;128;119;Geprueft
29.06.75;120;126;113;Geprueft
30.06.75;136;177;123;Geprueft
01.07.75;237;278;177;Geprueft
02.07.75;284;291;278;Geprueft
03.07.75;251;282;226;Geprueft
04.07.75;207;226;194;Geprueft
05.07.75;202;214;196;Geprueft
06.07.75;195;214;175;Geprueft
07.07.75;156;175;141;Geprueft
08.07.75;144;150;137;Geprueft
09.07.75;131;137;125;Geprueft
10.07.75;125;145;112;Geprueft
11.07.75;126;137;108;Geprueft
12.07.75;159;196;120;Geprueft
13.07.75;181;196;160;Geprueft
14.07.75;147;162;136;Geprueft
15.07.75;134;157;122;Geprueft
16.07.75;122;126;117;Geprueft
17.07.75;115;122;110;Geprueft
18.07.75;124;136;111;Geprueft
19.07.75;161;198;132;Geprueft
20.07.75;186;198;176;Geprueft
21.07.75;161;176;155;Geprueft
22.07.75;146;155;137;Geprueft
23.07.75;129;141;119;Geprueft
24.07.75;118;130;111;Geprueft
25.07.75;169;197;130;Geprueft
26.07.75;183;196;156;Geprueft
27.07.75;135;156;116;Geprueft
28.07.75;109;116;100;Geprueft
29.07.75;107;115;99;Geprueft
30.07.75;103;109;91;Geprueft
31.07.75;95;103;89;Geprueft
01.08.75;84;92;74;Geprueft
02.08.75;82;88;78;Geprueft
03.08.75;84;89;76;Geprueft
04.08.75;76;80;68;Geprueft
05.08.75;77;83;70;Geprueft
06.08.75;75;79;68;Geprueft
07.08.75;73;75;70;Geprueft
08.08.75;69;76;63;Geprueft
09.08.75;62;69;56;Geprueft
10.08.75;67;74;59;Geprueft
11.08.75;85;140;66;Geprueft
12.08.75;96;107;85;Geprueft
13.08.75;108;112;101;Geprueft
14.08.75;93;102;86;Geprueft
15.08.75;81;88;75;Geprueft
16.08.75;77;81;74;Geprueft
17.08.75;72;77;66;Geprueft
18.08.75;76;92;65;Geprueft
19.08.75;86;90;83;Geprueft
20.08.75;79;89;67;Geprueft
21.08.75;64;71;52;Geprueft
22.08.75;77;89;71;Geprueft
23.08.75;85;91;78;Geprueft
24.08.75;92;105;78;Geprueft
25.08.75;152;211;101;Geprueft
26.08.75;213;217;209;Geprueft
27.08.75;185;209;162;Geprueft
28.08.75;142;162;126;Geprueft
29.08.75;117;126;113;Geprueft
30.08.75;111;119;107;Geprueft
31.08.75;100;108;89;Geprueft
01.09.75;85;89;81;Geprueft
02.09.75;87;90;81;Geprueft
03.09.75;83;89;78;Geprueft
04.09.75;85;124;79;Geprueft
05.09.75;81;102;71;Geprueft
06.09.75;83;87;72;Geprueft
07.09.75;67;74;58;Geprueft
08.09.75;65;85;59;Geprueft
09.09.75;83;86;77;Geprueft
10.09.75;77;80;68;Geprueft
11.09.75;73;122;63;Geprueft
12.09.75;78;85;73;Geprueft
13.09.75;74;80;71;Geprueft
14.09.75;66;74;54;Geprueft
15.09.75;66;78;53;Geprueft
16.09.75;71;81;64;Geprueft
17.09.75;62;68;52;Geprueft
18.09.75;54;60;47;Geprueft
19.09.75;52;58;42;Geprueft
20.09.75;58;77;43;Geprueft
21.09.75;80;84;75;Geprueft
22.09.75;74;91;71;Geprueft
23.09.75;73;77;70;Geprueft
24.09.75;73;78;69;Geprueft
25.09.75;71;75;68;Geprueft
26.09.75;72;78;65;Geprueft
27.09.75;71;72;67;Geprueft
28.09.75;67;70;63;Geprueft
29.09.75;65;68;61;Geprueft
30.09.75;68;71;66;Geprueft
01.10.75;67;70;65;Geprueft
02.10.75;68;70;66;Geprueft
03.10.75;67;70;64;Geprueft
04.10.75;65;68;58;Geprueft
05.10.75;61;70;54;Geprueft
06.10.75;59;67;54;Geprueft
07.10.75;63;67;52;Geprueft
08.10.75;61;66;28;Geprueft
09.10.75;52;73;25;Geprueft
10.10.75;33;40;29;Geprueft
11.10.75;34;41;30;Geprueft
12.10.75;31;36;29;Geprueft
13.10.75;27;29;27;Geprueft
14.10.75;28;38;26;Geprueft
15.10.75;28;33;26;Geprueft
16.10.75;29;31;26;Geprueft
17.10.75;29;34;26;Geprueft
18.10.75;43;54;31;Geprueft
19.10.75;55;66;44;Geprueft
20.10.75;58;70;53;Geprueft
21.10.75;50;58;38;Geprueft
22.10.75;46;54;32;Geprueft
23.10.75;42;51;33;Geprueft
24.10.75;40;49;29;Geprueft
25.10.75;37;54;18;Geprueft
26.10.75;31;46;18;Geprueft
27.10.75;31;44;18;Geprueft
28.10.75;38;50;29;Geprueft
29.10.75;38;50;30;Geprueft
30.10.75;33;39;25;Geprueft
31.10.75;31;41;23;Geprueft
01.11.75;35;47;21;Geprueft
02.11.75;27;37;18;Geprueft
03.11.75;27;41;20;Geprueft
04.11.75;28;36;17;Geprueft
05.11.75;29;34;25;Geprueft
06.11.75;30;39;24;Geprueft
07.11.75;29;35;25;Geprueft
08.11.75;29;32;26;Geprueft
09.11.75;27;28;25;Geprueft
10.11.75;26;27;25;Geprueft
11.11.75;27;30;26;Geprueft
12.11.75;29;33;27;Geprueft
13.11.75;30;38;26;Geprueft
14.11.75;31;47;28;Geprueft
15.11.75;32;39;28;Geprueft
16.11.75;28;29;25;Geprueft
17.11.75;27;28;25;Geprueft
18.11.75;29;43;27;Geprueft
19.11.75;37;48;31;Geprueft
20.11.75;49;80;34;Geprueft
21.11.75;75;88;50;Geprueft
22.11.75;58;68;46;Geprueft
23.11.75;43;54;35;Geprueft
24.11.75;34;40;27;Geprueft
25.11.75;36;44;29;Geprueft
26.11.75;35;41;31;Geprueft
27.11.75;34;40;27;Geprueft
28.11.75;31;36;28;Geprueft
29.11.75;29;30;28;Geprueft
30.11.75;34;41;30;Geprueft
01.12.75;42;51;35;Geprueft
02.12.75;40;44;35;Geprueft
03.12.75;39;47;33;Geprueft
04.12.75;40;48;36;Geprueft
05.12.75;49;53;45;Geprueft
06.12.75;44;60;26;Geprueft
07.12.75;36;40;30;Geprueft
08.12.75;32;50;29;Geprueft
09.12.75;38;46;30;Geprueft
10.12.75;37;44;30;Geprueft
11.12.75;30;41;24;Geprueft
12.12.75;26;28;25;Geprueft
13.12.75;27;29;25;Geprueft
14.12.75;27;32;24;Geprueft
15.12.75;23;27;21;Geprueft
16.12.75;25;33;23;Geprueft
